#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
0.000233333 0 2.59987 2.59987 2.23607
0.000233333 20 -5.27145 -5.27145 4.12311
0.000233333 40 -4.56066 -4.56066 5
0.000233333 60 0.539214 0.539214 4.12311
0.000233333 80 -3.18566 -3.18566 2.23607
0.000233333 100 -9.03921 -9.03921 5.38516
0.000233333 120 0.56434 0.56434 9.84886
0.000233333 140 -5.87132 -5.87132 1.73205
0.000233333 160 -3.91421 -3.91421 4.58258
0.000233333 180 -6.96079 -6.96079 4.12311
0.000233333 200 -5.98223 -5.98223 3.31662
0.000233333 220 -8.64645 -8.64645 3
0.000233333 240 -7.875 -7.875 4.12311
0.000233333 260 -3.48223 -3.48223 8.30662
0.000233333 280 -2.83211 -2.83211 4.12311
0.000233333 300 -13.2892 -13.2892 3.60555
0.000233333 320 -8.91789 -8.91789 1
0.000233333 340 1.47855 1.47855 4.3589
0.000233333 360 -6.45711 -6.45711 3.31662
0.000233333 380 -3.03921 -3.03921 1.73205
0.000233333 400 -3.89277 -3.89277 4.58258
0.000233333 420 -8.91421 -8.91421 4.12311
0.000233333 440 -2.81434 -2.81434 6.08276
0.000233333 460 -6.49632 -6.49632 1.73205
0.000233333 480 -3.99632 -3.99632 3
0.000233333 500 -0.517767 -0.517767 4.58258
0.000233333 520 -8.56434 -8.56434 4.58258
0.000233333 540 -3.16421 -3.16421 3.31662
0.000233333 560 -11.6605 -11.6605 5.19615
0.000233333 580 -7.03921 -7.03921 3
0.000233333 600 -5.00368 -5.00368 4.58258
0.000233333 620 -9.20343 -9.20343 1.73205
0.000233333 640 -5.56066 -5.56066 1
0.000233333 660 -4.41421 -4.41421 2.23607
0.000233333 680 -5.625 -5.625 4.12311
0.000233333 700 -10.8572 -10.8572 2.23607
0.000233333 720 -1.58211 -1.58211 3
0.000233333 740 -4.89277 -4.89277 4.58258
0.000233333 760 -4.64645 -4.64645 3.31662
0.000233333 780 -0.478553 -0.478553 5.74456
0.000233333 800 -8.93198 -8.93198 3.60555
0.000233333 820 -5.45711 -5.45711 3
0.000233333 840 -4.68934 -4.68934 2.23607
0.000233333 860 -2.83211 -2.83211 4.3589
0.000233333 880 -3.82843 -3.82843 3
0.000233333 900 -4.16421 -4.16421 4.58258
0.000233333 920 -9.14645 -9.14645 5.38516
0.000233333 940 -5.14277 -5.14277 4.58258
0.000233333 960 -7.39645 -7.39645 1.73205
0.000233333 980 -2.97487 -2.97487 3
0.000233333 1000 -4.90013 -4.90013 2.23607
0.000233333 1020 -4.37132 -4.37132 3
0.000233333 1040 -5.29289 -5.29289 3.60555
0.000233333 1060 -3.20711 -3.20711 5.19615
0.000233333 1080 -5.91421 -5.91421 3
0.000233333 1100 -4.31066 -4.31066 4.12311
0.000233333 1120 -2.04657 -2.04657 5.74456
0.000233333 1140 -6.18934 -6.18934 1.73205
0.000233333 1160 -1.33211 -1.33211 4.12311
0.000233333 1180 -5.83211 -5.83211 5.38516
0.000233333 1200 -6.83211 -6.83211 3.60555
0.000233333 1220 2.81434 2.81434 3
0.000233333 1240 2.16421 2.16421 6.40312
0.000233333 1260 -3.33211 -3.33211 6.08276
0.000233333 1280 -4.25 -4.25 4.3589
0.000233333 1300 -2.52145 -2.52145 8.06226
0.000233333 1320 -7.47487 -7.47487 2.23607
0.000233333 1340 -4.93566 -4.93566 7
0.000233333 1360 -1.35355 -1.35355 3.60555
0.000233333 1380 -1.75 -1.75 7.54983
0.000233333 1400 -1.31434 -1.31434 7.14143
0.000233333 1420 -2.68566 -2.68566 7.14143
0.000233333 1440 -8.66053 -8.66053 2.23607
0.000233333 1460 -5.46079 -5.46079 4.58258
0.000233333 1480 -3.81434 -3.81434 4.58258
0.000233333 1500 -4.53553 -4.53553 3.31662
0.000233333 1520 -2.51777 -2.51777 4.58258
0.000233333 1540 0.164214 0.164214 5.74456
0.000233333 1560 -4.125 -4.125 3.60555
0.000233333 1580 -9.66421 -9.66421 3
0.000233333 1600 -4.16421 -4.16421 3
0.000233333 1620 -2.58579 -2.58579 4.12311
0.000233333 1640 -2.33211 -2.33211 3.60555
0.000233333 1660 -6.95711 -6.95711 1
0.000233333 1680 -5.28921 -5.28921 2.23607
0.000233333 1700 -10.125 -10.125 4.3589
0.000233333 1720 -1.58579 -1.58579 6.40312
0.000233333 1740 -0.0606602 -0.0606602 5.38516
0.000233333 1760 -6.375 -6.375 7.28011
0.000233333 1780 -1.43566 -1.43566 4.3589
0.000233333 1800 -5.89277 -5.89277 5.19615
0.000233333 1820 -7.02145 -7.02145 3
0.000233333 1840 -4.02145 -4.02145 4.58258
0.000233333 1860 -3.93566 -3.93566 3
0.000233333 1880 -6.32843 -6.32843 3.60555
0.000233333 1900 3.35355 3.35355 3.60555
0.000233333 1920 -13.0392 -13.0392 2.23607
0.000233333 1940 -5.45711 -5.45711 3.60555
0.000233333 1960 -3.64645 -3.64645 3.60555
0.000233333 1980 -2.03921 -2.03921 3
0.000233333 2000 -2.20711 -2.20711 4.12311
