#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
0.000216667 0 -9.25368 -9.25368 4.3589
0.000216667 20 -9.82843 -9.82843 6.40312
0.000216667 40 -6.06434 -6.06434 3
0.000216667 60 -0.732233 -0.732233 3.60555
0.000216667 80 0.710786 0.710786 4.12311
0.000216667 100 -1.16053 -1.16053 3
0.000216667 120 -2 -2 2.23607
0.000216667 140 -1.125 -1.125 7
0.000216667 160 -5.33579 -5.33579 3
0.000216667 180 -8.26777 -8.26777 4.12311
0.000216667 200 -9.20343 -9.20343 1.73205
0.000216667 220 -0.806981 -0.806981 3
0.000216667 240 -6.39645 -6.39645 3
0.000216667 260 -7.53553 -7.53553 3.31662
0.000216667 280 -3.10355 -3.10355 5
0.000216667 300 2.39645 2.39645 2.23607
0.000216667 320 -8.08211 -8.08211 4.3589
0.000216667 340 0.478553 0.478553 8.18535
0.000216667 360 -9.38909 -9.38909 4.58258
0.000216667 380 -7.91421 -7.91421 3.31662
0.000216667 400 -0.167893 -0.167893 4.58258
0.000216667 420 -7.125 -7.125 3
0.000216667 440 -9.58579 -9.58579 5.19615
0.000216667 460 -0.828427 -0.828427 4.3589
0.000216667 480 3.01409 3.01409 5.19615
0.000216667 500 -2.79289 -2.79289 3
0.000216667 520 -1.66421 -1.66421 7.28011
0.000216667 540 -0.5 -0.5 4.3589
0.000216667 560 -2.37868 -2.37868 2.23607
0.000216667 580 -6.68566 -6.68566 2.23607
0.000216667 600 -9.56434 -9.56434 3.31662
0.000216667 620 -6.39277 -6.39277 2.23607
0.000216667 640 -0.857233 -0.857233 7.28011
0.000216667 660 -2.04289 -2.04289 1.73205
0.000216667 680 -7.95343 -7.95343 3.31662
0.000216667 700 -4.08579 -4.08579 2.23607
0.000216667 720 -1.50368 -1.50368 4.3589
0.000216667 740 -3.375 -3.375 2.23607
0.000216667 760 -2.39277 -2.39277 3
0.000216667 780 -4.66053 -4.66053 5.74456
0.000216667 800 -5.03921 -5.03921 5.38516
0.000216667 820 -5.75 -5.75 5.38516
0.000216667 840 -8.10355 -8.10355 6.55744
0.000216667 860 -6.70343 -6.70343 6.40312
0.000216667 880 -7.97487 -7.97487 2.23607
0.000216667 900 -4.10355 -4.10355 1.73205
0.000216667 920 -3.25 -3.25 4.12311
0.000216667 940 -4.77145 -4.77145 3
0.000216667 960 -3.31066 -3.31066 5.74456
0.000216667 980 -6.43566 -6.43566 4.12311
0.000216667 1000 -1.21079 -1.21079 2.23607
0.000216667 1020 -3.64277 -3.64277 2.23607
0.000216667 1040 -1.97487 -1.97487 3.31662
0.000216667 1060 -2.5 -2.5 5.19615
0.000216667 1080 -7.63909 -7.63909 1.73205
0.000216667 1100 -5.46079 -5.46079 2.23607
0.000216667 1120 -4.53921 -4.53921 6.7082
0.000216667 1140 -5.02145 -5.02145 4.58258
0.000216667 1160 -6.24632 -6.24632 7.68115
0.000216667 1180 -1.56434 -1.56434 4.12311
0.000216667 1200 -8.875 -8.875 3.60555
0.000216667 1220 -5.43934 -5.43934 3
0.000216667 1240 -5.57843 -5.57843 2.23607
0.000216667 1260 -5.49632 -5.49632 3.31662
0.000216667 1280 -10.5392 -10.5392 3.31662
0.000216667 1300 -2.22487 -2.22487 3.31662
0.000216667 1320 -3.46079 -3.46079 3.31662
0.000216667 1340 -2.83211 -2.83211 6.40312
0.000216667 1360 -8.86091 -8.86091 4.3589
0.000216667 1380 0.0214466 0.0214466 3
0.000216667 1400 -4.91421 -4.91421 4.12311
0.000216667 1420 -7.39645 -7.39645 1
0.000216667 1440 -5.89645 -5.89645 2.23607
0.000216667 1460 -2.60355 -2.60355 4.12311
0.000216667 1480 1.97855 1.97855 4.3589
0.000216667 1500 -6.33211 -6.33211 2.23607
0.000216667 1520 -7.31066 -7.31066 3
0.000216667 1540 -2.60355 -2.60355 3
0.000216667 1560 -8.14645 -8.14645 3.31662
0.000216667 1580 -2.32475 -2.32475 5.38516
0.000216667 1600 -0.228553 -0.228553 5.91608
0.000216667 1620 -3.03921 -3.03921 3.60555
0.000216667 1640 -3.04289 -3.04289 1.73205
0.000216667 1660 -10.0214 -10.0214 4.12311
0.000216667 1680 2.91789 2.91789 3.31662
0.000216667 1700 -7.20343 -7.20343 2.23607
0.000216667 1720 -7.92157 -7.92157 6.55744
0.000216667 1740 -7.625 -7.625 2.23607
0.000216667 1760 -8.74632 -8.74632 3
0.000216667 1780 -6.43566 -6.43566 1
0.000216667 1800 -0.667893 -0.667893 8.06226
0.000216667 1820 -4.39645 -4.39645 5.38516
0.000216667 1840 -5.91789 -5.91789 2.23607
0.000216667 1860 -5.54289 -5.54289 3.60555
0.000216667 1880 -4.375 -4.375 4.58258
0.000216667 1900 -4.26777 -4.26777 5.74456
0.000216667 1920 -11.5607 -11.5607 2.23607
0.000216667 1940 -6.78921 -6.78921 5.19615
0.000216667 1960 -4.23223 -4.23223 2.23607
0.000216667 1980 -1.31434 -1.31434 5.19615
0.000216667 2000 -8.68566 -8.68566 4.12311
