#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
0.000316667 0 -1.83211 -1.83211 7.14143
0.000316667 20 -2.74632 -2.74632 4.58258
0.000316667 40 -6.24632 -6.24632 3
0.000316667 60 -6.68566 -6.68566 1
0.000316667 80 -1.64645 -1.64645 4.58258
0.000316667 100 -6.45711 -6.45711 3.60555
0.000316667 120 -5.72487 -5.72487 3
0.000316667 140 -5.66421 -5.66421 5
0.000316667 160 -5.375 -5.375 4.58258
0.000316667 180 -4.78921 -4.78921 4.58258
0.000316667 200 3.97487 3.97487 2.23607
0.000316667 220 -3.47487 -3.47487 4.58258
0.000316667 240 -7.59987 -7.59987 3
0.000316667 260 -3.97855 -3.97855 3
0.000316667 280 -7.22487 -7.22487 4.12311
0.000316667 300 -2.33211 -2.33211 6.55744
0.000316667 320 -3.26409 -3.26409 5.74456
0.000316667 340 -7.33579 -7.33579 6.55744
0.000316667 360 -3.72855 -3.72855 6.55744
0.000316667 380 0.353553 0.353553 2.23607
0.000316667 400 3.43934 3.43934 2.23607
0.000316667 420 -2.16421 -2.16421 4.12311
0.000316667 440 -5.12132 -5.12132 2.23607
0.000316667 460 0.982233 0.982233 1
0.000316667 480 -3.85355 -3.85355 3
0.000316667 500 -7.43566 -7.43566 3
0.000316667 520 -2.28921 -2.28921 2.23607
0.000316667 540 0.81434 0.81434 2.23607
0.000316667 560 -1.14645 -1.14645 4.12311
0.000316667 580 -7.51409 -7.51409 1.73205
0.000316667 600 -6.33211 -6.33211 1.73205
0.000316667 620 -2.93934 -2.93934 1
0.000316667 640 -2.39645 -2.39645 3
0.000316667 660 -3.97855 -3.97855 5.38516
0.000316667 680 2.66421 2.66421 5
0.000316667 700 -0.625 -0.625 4.58258
0.000316667 720 -3.56066 -3.56066 5.91608
0.000316667 740 -4.39277 -4.39277 2.23607
0.000316667 760 -0.392767 -0.392767 5
0.000316667 780 0.228553 0.228553 3
0.000316667 800 1.00368 1.00368 3.31662
0.000316667 820 0.292893 0.292893 5
0.000316667 840 -3.58579 -3.58579 7
0.000316667 860 -4.59987 -4.59987 2.23607
0.000316667 880 7.24632 7.24632 6.7082
0.000316667 900 -3.39645 -3.39645 4.58258
0.000316667 920 3.14645 3.14645 4.3589
0.000316667 940 -6.32843 -6.32843 3.31662
0.000316667 960 0.896447 0.896447 10.0499
0.000316667 980 -4.87132 -4.87132 1.73205
0.000316667 1000 1.72855 1.72855 3.60555
0.000316667 1020 -4.64277 -4.64277 3
0.000316667 1040 -5.31066 -5.31066 7.14143
0.000316667 1060 -2.39277 -2.39277 3.60555
0.000316667 1080 -1.97487 -1.97487 4.3589
0.000316667 1100 -6.10355 -6.10355 4.12311
0.000316667 1120 -3.62132 -3.62132 3.60555
0.000316667 1140 -3.08211 -3.08211 3.60555
0.000316667 1160 -4.51777 -4.51777 3.31662
0.000316667 1180 -9.55698 -9.55698 1
0.000316667 1200 -6.33579 -6.33579 3
0.000316667 1220 -3.73223 -3.73223 4.58258
0.000316667 1240 -0.832107 -0.832107 3
0.000316667 1260 -5.03921 -5.03921 5.74456
0.000316667 1280 2.02145 2.02145 4.12311
0.000316667 1300 -0.414214 -0.414214 5.91608
0.000316667 1320 -1.20711 -1.20711 5.74456
0.000316667 1340 -3.52145 -3.52145 2.23607
0.000316667 1360 2.53921 2.53921 4.12311
0.000316667 1380 1.96079 1.96079 6.40312
0.000316667 1400 -2.83211 -2.83211 6.40312
0.000316667 1420 0.585786 0.585786 2.23607
0.000316667 1440 2.77556e-17 2.81997e-14 4.3589
0.000316667 1460 -0.81434 -0.81434 3
0.000316667 1480 -6.875 -6.875 4.12311
0.000316667 1500 -7.54289 -7.54289 2.23607
0.000316667 1520 -10.0821 -10.0821 4.58258
0.000316667 1540 -5.81066 -5.81066 4.58258
0.000316667 1560 -4.77145 -4.77145 1.73205
0.000316667 1580 -12.375 -12.375 4.12311
0.000316667 1600 -0.903806 -0.903806 5.38516
0.000316667 1620 -0.81066 -0.81066 4.12311
0.000316667 1640 -6.85355 -6.85355 3
0.000316667 1660 -3.56066 -3.56066 2.23607
0.000316667 1680 0.960786 0.960786 3.60555
0.000316667 1700 -0.24632 -0.24632 3.60555
0.000316667 1720 -5.97855 -5.97855 2.23607
0.000316667 1740 -7.49632 -7.49632 3.31662
0.000316667 1760 -6.41421 -6.41421 1.73205
0.000316667 1780 -0.707107 -0.707107 3
0.000316667 1800 -2.70711 -2.70711 5
0.000316667 1820 -2.08211 -2.08211 1.73205
0.000316667 1840 -1.29289 -1.29289 4.12311
0.000316667 1860 -5.875 -5.875 2.23607
0.000316667 1880 -6.68934 -6.68934 4.12311
0.000316667 1900 -2.15013 -2.15013 4.12311
0.000316667 1920 -0.767767 -0.767767 8.30662
0.000316667 1940 2.25 2.25 2.23607
0.000316667 1960 -4.35723 -4.35723 5.38516
0.000316667 1980 0.81434 0.81434 3.31662
0.000316667 2000 -0.00367966 -0.00367966 5.38516
