#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
3.33333e-05 0 -24.75 -24.75 1
3.33333e-05 20 -22.1036 -22.1036 2.23607
3.33333e-05 40 -24.7071 -24.7071 1
3.33333e-05 60 -21.9786 -21.9786 1
3.33333e-05 80 -20.25 -20.25 3.31662
3.33333e-05 100 -23 -23 1.73205
3.33333e-05 120 -23 -23 1
3.33333e-05 140 -22.125 -22.125 2.23607
3.33333e-05 160 -22.625 -22.625 3.31662
3.33333e-05 180 -17.1857 -17.1857 1
3.33333e-05 200 -17.1213 -17.1213 3
3.33333e-05 220 -18.7071 -18.7071 1
3.33333e-05 240 -15.75 -15.75 1
3.33333e-05 260 -20.6287 -20.6287 3.60555
3.33333e-05 280 -18.2322 -18.2322 1
3.33333e-05 300 -19.1464 -19.1464 3
3.33333e-05 320 -19.2892 -19.2892 2.23607
3.33333e-05 340 -22.6036 -22.6036 2.23607
3.33333e-05 360 -22.3358 -22.3358 3.31662
3.33333e-05 380 -22.8964 -22.8964 1
3.33333e-05 400 -24.75 -24.75 1
3.33333e-05 420 -19.5392 -19.5392 1
3.33333e-05 440 -16.3536 -16.3536 3
3.33333e-05 460 -18.4786 -18.4786 1
3.33333e-05 480 -17.6036 -17.6036 2.23607
3.33333e-05 500 -19.0821 -19.0821 2.23607
3.33333e-05 520 -22.7071 -22.7071 1
3.33333e-05 540 -22.9142 -22.9142 2.23607
3.33333e-05 560 -23.3536 -23.3536 1
3.33333e-05 580 -21.2892 -21.2892 1.73205
3.33333e-05 600 -18.0821 -18.0821 2.23607
3.33333e-05 620 -18.2714 -18.2714 1
3.33333e-05 640 -18.8321 -18.8321 1
3.33333e-05 660 -18.1428 -18.1428 1
3.33333e-05 680 -15.6642 -15.6642 1.73205
3.33333e-05 700 -18.6464 -18.6464 1.73205
3.33333e-05 720 -18.4963 -18.4963 1
3.33333e-05 740 -16.0784 -16.0784 3
3.33333e-05 760 -18.6428 -18.6428 1
3.33333e-05 780 -16.2463 -16.2463 2.23607
3.33333e-05 800 -18.0607 -18.0607 3.60555
3.33333e-05 820 -22.7071 -22.7071 1
3.33333e-05 840 -21.6679 -21.6679 2.23607
3.33333e-05 860 -22.3536 -22.3536 3
3.33333e-05 880 -23.2071 -23.2071 1
3.33333e-05 900 -22.4357 -22.4357 1
3.33333e-05 920 -20.9142 -20.9142 1
3.33333e-05 940 -16.8964 -16.8964 2.23607
3.33333e-05 960 -17.2034 -17.2034 1
3.33333e-05 980 -19.4357 -19.4357 1.73205
3.33333e-05 1000 -19.5 -19.5 1
3.33333e-05 1020 -23.75 -23.75 1
3.33333e-05 1040 -23.3536 -23.3536 2.23607
3.33333e-05 1060 -21 -21 1.73205
3.33333e-05 1080 -22.9142 -22.9142 1
3.33333e-05 1100 -18.4179 -18.4179 1
3.33333e-05 1120 -15.5784 -15.5784 2.23607
3.33333e-05 1140 -18.9786 -18.9786 1
3.33333e-05 1160 -18.9179 -18.9179 2.23607
3.33333e-05 1180 -23.6642 -23.6642 2.23607
3.33333e-05 1200 -20.4963 -20.4963 1
3.33333e-05 1220 -15.6287 -15.6287 2.23607
3.33333e-05 1240 -19.5717 -19.5717 1
3.33333e-05 1260 -17.2751 -17.2751 2.23607
3.33333e-05 1280 -19.6716 -19.6716 1
3.33333e-05 1300 -17.2751 -17.2751 1
3.33333e-05 1320 -21.2537 -21.2537 1
3.33333e-05 1340 -14.2034 -14.2034 3.60555
3.33333e-05 1360 -17.8536 -17.8536 2.23607
3.33333e-05 1380 -16.3824 -16.3824 3
3.33333e-05 1400 -16.6036 -16.6036 2.23607
3.33333e-05 1420 -19.2108 -19.2108 3
3.33333e-05 1440 -21.0821 -21.0821 2.23607
3.33333e-05 1460 -21.9786 -21.9786 2.23607
3.33333e-05 1480 -18.1428 -18.1428 1
3.33333e-05 1500 -19.5214 -19.5214 3.31662
3.33333e-05 1520 -21.8536 -21.8536 2.23607
3.33333e-05 1540 -18.3536 -18.3536 1.73205
3.33333e-05 1560 -18.943 -18.943 1.73205
3.33333e-05 1580 -19.6857 -19.6857 1
3.33333e-05 1600 -16.7714 -16.7714 2.23607
3.33333e-05 1620 -19.886 -19.886 2.23607
3.33333e-05 1640 -18.1036 -18.1036 1.73205
3.33333e-05 1660 -19.7678 -19.7678 1.73205
3.33333e-05 1680 -23.0784 -23.0784 1
3.33333e-05 1700 -17.7929 -17.7929 2.23607
3.33333e-05 1720 -19.2108 -19.2108 3.31662
3.33333e-05 1740 -16.0214 -16.0214 1.73205
3.33333e-05 1760 -18.1716 -18.1716 2.23607
3.33333e-05 1780 -16.4859 -16.4859 1
3.33333e-05 1800 -22.0931 -22.0931 1
3.33333e-05 1820 -22.0931 -22.0931 1
3.33333e-05 1840 -17.8824 -17.8824 3
3.33333e-05 1860 -22.386 -22.386 1.73205
3.33333e-05 1880 -18.8003 -18.8003 3
3.33333e-05 1900 -17.8107 -17.8107 2.23607
3.33333e-05 1920 -17.5178 -17.5178 3.31662
3.33333e-05 1940 -21.7286 -21.7286 1
3.33333e-05 1960 -21.9393 -21.9393 3.31662
3.33333e-05 1980 -22 -22 5
3.33333e-05 2000 -23 -23 1
