#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
0.000166667 0 -1.59987 -1.59987 3
0.000166667 20 -8.98223 -8.98223 2.23607
0.000166667 40 -6.41421 -6.41421 5.38516
0.000166667 60 -6.53921 -6.53921 3.60555
0.000166667 80 -8.77145 -8.77145 3
0.000166667 100 -5.70711 -5.70711 3.60555
0.000166667 120 -4.64277 -4.64277 4.58258
0.000166667 140 -5.26777 -5.26777 2.23607
0.000166667 160 -10.3891 -10.3891 4.58258
0.000166667 180 -3.625 -3.625 3.31662
0.000166667 200 -11.7678 -11.7678 2.23607
0.000166667 220 -6.14645 -6.14645 6.7082
0.000166667 240 -11.4142 -11.4142 2.23607
0.000166667 260 -8.85355 -8.85355 5
0.000166667 280 -7.22855 -7.22855 4.58258
0.000166667 300 -5.03921 -5.03921 4.12311
0.000166667 320 -10.9001 -10.9001 6.08276
0.000166667 340 -8.625 -8.625 2.23607
0.000166667 360 -8.32843 -8.32843 4.3589
0.000166667 380 -4.85723 -4.85723 3.31662
0.000166667 400 -12.1036 -12.1036 4.12311
0.000166667 420 -7.32843 -7.32843 2.23607
0.000166667 440 -9.09987 -9.09987 5.74456
0.000166667 460 -3.14277 -3.14277 5.91608
0.000166667 480 -0.582107 -0.582107 5.19615
0.000166667 500 -3.41421 -3.41421 3
0.000166667 520 -4.70711 -4.70711 5
0.000166667 540 -9.02145 -9.02145 3
0.000166667 560 -1.85723 -1.85723 5.91608
0.000166667 580 -7.24632 -7.24632 3.60555
0.000166667 600 -5.18934 -5.18934 4.58258
0.000166667 620 -13 -13 2.23607
0.000166667 640 -4.83579 -4.83579 5.38516
0.000166667 660 -5.58211 -5.58211 5.19615
0.000166667 680 -8.03921 -8.03921 1
0.000166667 700 -12.7249 -12.7249 4.12311
0.000166667 720 -10.5607 -10.5607 1.73205
0.000166667 740 -3.53921 -3.53921 6.40312
0.000166667 760 -7.26777 -7.26777 2.23607
0.000166667 780 -10.7892 -10.7892 2.23607
0.000166667 800 -7.43198 -7.43198 3.31662
0.000166667 820 -0.478553 -0.478553 5.38516
0.000166667 840 -8.51777 -8.51777 1
0.000166667 860 -12.1036 -12.1036 6.7082
0.000166667 880 -7.70711 -7.70711 5.91608
0.000166667 900 -3.96079 -3.96079 3.60555
0.000166667 920 -3.47855 -3.47855 3.60555
0.000166667 940 -7.18566 -7.18566 6.40312
0.000166667 960 -4.81066 -4.81066 5.91608
0.000166667 980 -0.68566 -0.68566 5.19615
0.000166667 1000 -6.66421 -6.66421 3.60555
0.000166667 1020 -0.18934 -0.18934 1.73205
0.000166667 1040 -2.06066 -2.06066 7.68115
0.000166667 1060 -10.6679 -10.6679 4.12311
0.000166667 1080 -7.06434 -7.06434 5.19615
0.000166667 1100 -3.41789 -3.41789 2.23607
0.000166667 1120 -5.56066 -5.56066 3
0.000166667 1140 -3.06434 -3.06434 3
0.000166667 1160 -5.88909 -5.88909 4.12311
0.000166667 1180 -7.97487 -7.97487 4.12311
0.000166667 1200 -8.04289 -8.04289 3.31662
0.000166667 1220 -2.25 -2.25 4.58258
0.000166667 1240 -5 -5 4.58258
0.000166667 1260 -3.64645 -3.64645 3.31662
0.000166667 1280 -5.89277 -5.89277 3.31662
0.000166667 1300 -5.43566 -5.43566 3.31662
0.000166667 1320 -5.68566 -5.68566 3
0.000166667 1340 -6.56434 -6.56434 3
0.000166667 1360 -3.52145 -3.52145 4.12311
0.000166667 1380 -8.08211 -8.08211 3.31662
0.000166667 1400 -6.70711 -6.70711 5
0.000166667 1420 0.0428932 0.0428932 4.3589
0.000166667 1440 -3.64645 -3.64645 2.23607
0.000166667 1460 -2.08211 -2.08211 5.74456
0.000166667 1480 -4.77145 -4.77145 5.74456
0.000166667 1500 -6.41053 -6.41053 3.60555
0.000166667 1520 -7.66789 -7.66789 4.12311
0.000166667 1540 -7.91421 -7.91421 2.23607
0.000166667 1560 -4.72855 -4.72855 4.58258
0.000166667 1580 -9 -9 5
0.000166667 1600 -3.72855 -3.72855 1
0.000166667 1620 -3.27145 -3.27145 2.23607
0.000166667 1640 -7.51777 -7.51777 4.12311
0.000166667 1660 -4.04289 -4.04289 5.74456
0.000166667 1680 -9.57843 -9.57843 2.23607
0.000166667 1700 -8.32843 -8.32843 3.31662
0.000166667 1720 -5.49632 -5.49632 4.12311
0.000166667 1740 -5.14645 -5.14645 1.73205
0.000166667 1760 -6.97855 -6.97855 3.60555
0.000166667 1780 -4.28921 -4.28921 1
0.000166667 1800 -9.45711 -9.45711 4.58258
0.000166667 1820 -4.18566 -4.18566 5.38516
0.000166667 1840 -1.09987 -1.09987 3
0.000166667 1860 -1.77145 -1.77145 2.23607
0.000166667 1880 -7.27145 -7.27145 3
0.000166667 1900 -11.8284 -11.8284 3
0.000166667 1920 -8.66789 -8.66789 2.23607
0.000166667 1940 -0.392767 -0.392767 6.40312
0.000166667 1960 -8.39645 -8.39645 1
0.000166667 1980 -8.97487 -8.97487 4.58258
0.000166667 2000 -9.85355 -9.85355 4.3589
