#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
0.0003 0 7.74632 7.74632 6.40312
0.0003 20 -7.14645 -7.14645 6.40312
0.0003 40 1.75 1.75 4.12311
0.0003 60 -7.72855 -7.72855 2.23607
0.0003 80 -0.525126 -0.525126 3
0.0003 100 0.37132 0.37132 6.40312
0.0003 120 -0.771447 -0.771447 7.28011
0.0003 140 -7.08579 -7.08579 2.23607
0.0003 160 -2.875 -2.875 6.08276
0.0003 180 -3.95711 -3.95711 2.23607
0.0003 200 -5.14645 -5.14645 4.58258
0.0003 220 2.66421 2.66421 5.74456
0.0003 240 -0.017767 -0.017767 7.28011
0.0003 260 -8.20343 -8.20343 2.23607
0.0003 280 0.728553 0.728553 3
0.0003 300 -4.89645 -4.89645 4.12311
0.0003 320 -3.58211 -3.58211 3.60555
0.0003 340 -0.18934 -0.18934 3
0.0003 360 -7.64277 -7.64277 5.19615
0.0003 380 -8.45711 -8.45711 4.58258
0.0003 400 -9.14277 -9.14277 4.12311
0.0003 420 -6.45711 -6.45711 1.73205
0.0003 440 -9.42157 -9.42157 2.23607
0.0003 460 1.18566 1.18566 6.40312
0.0003 480 -5.41421 -5.41421 2.23607
0.0003 500 -5.91421 -5.91421 3.60555
0.0003 520 -8.375 -8.375 4.12311
0.0003 540 -11.0392 -11.0392 4.3589
0.0003 560 2.125 2.125 7.68115
0.0003 580 -1.18566 -1.18566 5.38516
0.0003 600 -3.35723 -3.35723 7
0.0003 620 -5.79289 -5.79289 3.60555
0.0003 640 -10.2892 -10.2892 6.08276
0.0003 660 -2.85355 -2.85355 7.54983
0.0003 680 3.72487 3.72487 7.81025
0.0003 700 4.375 4.375 5
0.0003 720 3.31434 3.31434 2.23607
0.0003 740 6.03921 6.03921 4.12311
0.0003 760 -0.664214 -0.664214 4.3589
0.0003 780 -3.5 -3.5 3.60555
0.0003 800 -4.91789 -4.91789 5.91608
0.0003 820 -3.80698 -3.80698 5.38516
0.0003 840 -1.82843 -1.82843 3
0.0003 860 -5.39277 -5.39277 4.12311
0.0003 880 -6.45711 -6.45711 4.12311
0.0003 900 0.853553 0.853553 7.28011
0.0003 920 -7.52145 -7.52145 4.3589
0.0003 940 -2.89277 -2.89277 2.23607
0.0003 960 -7.10355 -7.10355 4.3589
0.0003 980 -5.75 -5.75 3.31662
0.0003 1000 -6.35355 -6.35355 4.12311
0.0003 1020 -4.375 -4.375 8.18535
0.0003 1040 3.06066 3.06066 5.74456
0.0003 1060 -3.66789 -3.66789 1
0.0003 1080 -4.45343 -4.45343 2.23607
0.0003 1100 -3.62132 -3.62132 3.31662
0.0003 1120 -8.68566 -8.68566 4.3589
0.0003 1140 -1.96079 -1.96079 1
0.0003 1160 -4.5 -4.5 3
0.0003 1180 -5.95711 -5.95711 3
0.0003 1200 -6.43566 -6.43566 5
0.0003 1220 -1.33579 -1.33579 6.40312
0.0003 1240 -5.625 -5.625 3.60555
0.0003 1260 -6.89645 -6.89645 3
0.0003 1280 -2.60355 -2.60355 5.38516
0.0003 1300 -1.39277 -1.39277 6.7082
0.0003 1320 -4.64277 -4.64277 1
0.0003 1340 -2.83211 -2.83211 5.38516
0.0003 1360 -3.43566 -3.43566 5
0.0003 1380 3.5 3.5 5.91608
0.0003 1400 -3.21079 -3.21079 4.58258
0.0003 1420 -3.16789 -3.16789 4.12311
0.0003 1440 -1.35355 -1.35355 4.58258
0.0003 1460 -3.56066 -3.56066 5.91608
0.0003 1480 -9.97487 -9.97487 2.23607
0.0003 1500 1.75 1.75 1.73205
0.0003 1520 -3.06066 -3.06066 4.58258
0.0003 1540 -4.70343 -4.70343 4.3589
0.0003 1560 -3.16789 -3.16789 3.60555
0.0003 1580 -6.125 -6.125 3.31662
0.0003 1600 -1.99632 -1.99632 6.7082
0.0003 1620 -6.08211 -6.08211 4.58258
0.0003 1640 0.335786 0.335786 5.91608
0.0003 1660 -1.56066 -1.56066 4.58258
0.0003 1680 -2.51777 -2.51777 3.31662
0.0003 1700 -2.5 -2.5 6.40312
0.0003 1720 -7.06434 -7.06434 3
0.0003 1740 -10.3107 -10.3107 5.19615
0.0003 1760 -5.14645 -5.14645 3.31662
0.0003 1780 -3.81066 -3.81066 3.31662
0.0003 1800 -1 -1 2.23607
0.0003 1820 -5.22855 -5.22855 2.23607
0.0003 1840 -5.66789 -5.66789 3.60555
0.0003 1860 -2.72855 -2.72855 4.3589
0.0003 1880 -6.18934 -6.18934 2.23607
0.0003 1900 -2.35723 -2.35723 4.58258
0.0003 1920 -3.625 -3.625 6.08276
0.0003 1940 -1.89645 -1.89645 7.54983
0.0003 1960 -2.10355 -2.10355 1
0.0003 1980 -6.08211 -6.08211 3
0.0003 2000 -7.06066 -7.06066 4.12311
