#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
1.16667 0 -0.04904 0.0176
1.16667 500 -0.14608 0.438
1.16667 1000 -0.14836 0.4828
1.16667 1500 -0.14852 0.4788
1.16667 2000 -0.1488 0.478
1.16667 2500 -0.1486 0.484
1.16667 3000 -0.1483 0.4816
1.16667 3500 -0.14838 0.4788
1.16667 4000 -0.1457 0.472
1.16667 4500 -0.14756 0.4748
1.16667 5000 -0.14704 0.4788
