#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
0.833333 0 -0.0512 0.0016
0.833333 500 -0.14436 0.0652
0.833333 1000 -0.1442 0.0032
0.833333 1500 -0.14408 0.076
0.833333 2000 -0.14392 0.052
0.833333 2500 -0.1443 0.0608
0.833333 3000 -0.14392 0.0012
0.833333 3500 -0.1441 0.0204
0.833333 4000 -0.14434 0.1292
0.833333 4500 -0.14476 0.1356
0.833333 5000 -0.14416 0.1716
