#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
0.5 0 -0.04944 0.0088
0.5 500 -0.14326 0.1408
0.5 1000 -0.14522 0.312
0.5 1500 -0.14888 0.4804
0.5 2000 -0.14904 0.4792
0.5 2500 -0.149 0.4812
0.5 3000 -0.14902 0.48
0.5 3500 -0.14906 0.4804
0.5 4000 -0.14898 0.4784
0.5 4500 -0.14884 0.4808
0.5 5000 -0.14884 0.4784
