#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
3.5 0 -0.0806296 0.544296
3.5 500 -0.0935481 0.627259
3.5 1000 -0.0897852 0.62963
3.5 1500 -0.100585 0.670519
3.5 2000 -0.101859 0.656889
3.5 2500 -0.0977111 0.658074
3.5 3000 -0.092363 0.616593
3.5 3500 -0.0985259 0.656889
3.5 4000 -0.0948519 0.645037
3.5 4500 -0.0985852 0.659852
3.5 5000 -0.0955926 0.640889
