#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
2.83333 0 -0.113474 0.707259
2.83333 500 -0.130644 0.783704
2.83333 1000 -0.12623 0.76237
2.83333 1500 -0.122481 0.746963
2.83333 2000 -0.124437 0.758222
2.83333 2500 -0.121533 0.751111
2.83333 3000 -0.123044 0.761778
2.83333 3500 -0.123563 0.76
2.83333 4000 -0.124896 0.751704
2.83333 4500 -0.124096 0.76
2.83333 5000 -0.124096 0.752296
