#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
3.16667 0 -0.0999333 0.665185
3.16667 500 -0.118511 0.736296
3.16667 1000 -0.114556 0.713185
3.16667 1500 -0.115533 0.730963
3.16667 2000 -0.107637 0.691259
3.16667 2500 -0.112985 0.707259
3.16667 3000 -0.11383 0.71437
3.16667 3500 -0.111519 0.710222
3.16667 4000 -0.109726 0.716148
3.16667 4500 -0.119815 0.732741
3.16667 5000 -0.118304 0.732741
