#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
4.83333 0 -0.0347481 0.102222
4.83333 500 -0.0368815 0.0554074
4.83333 1000 -0.0363333 0.085037
4.83333 1500 -0.0338889 0.0133333
4.83333 2000 -0.0340667 0.053037
4.83333 2500 -0.0349407 0.008
4.83333 3000 -0.0357259 0.0500741
4.83333 3500 -0.0375778 0.11763
4.83333 4000 -0.0356815 0.0672593
4.83333 4500 -0.0349407 0.0340741
4.83333 5000 -0.0367778 0.0115556
