#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
2.16667 0 -0.133119 0.784889
2.16667 500 -0.139356 0.797333
2.16667 1000 -0.138452 0.796741
2.16667 1500 -0.139015 0.809185
2.16667 2000 -0.139119 0.802074
2.16667 2500 -0.140141 0.804444
2.16667 3000 -0.139459 0.788444
2.16667 3500 -0.13777 0.793185
2.16667 4000 -0.139341 0.809778
2.16667 4500 -0.138822 0.78963
2.16667 5000 -0.140007 0.803259
