#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
2.5 0 -0.124393 0.753481
2.5 500 -0.132896 0.79437
2.5 1000 -0.131622 0.777185
2.5 1500 -0.135711 0.79437
2.5 2000 -0.132585 0.777185
2.5 2500 -0.130126 0.75763
2.5 3000 -0.130733 0.778963
2.5 3500 -0.132778 0.783111
2.5 4000 -0.12583 0.765926
2.5 4500 -0.133059 0.780148
2.5 5000 -0.134556 0.792593
