#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
1.5 0 -0.144007 0.799704
1.5 500 -0.143252 0.818667
1.5 1000 -0.143593 0.815704
1.5 1500 -0.144022 0.818667
1.5 2000 -0.144822 0.811556
1.5 2500 -0.143578 0.81037
1.5 3000 -0.143385 0.809185
1.5 3500 -0.143548 0.80563
1.5 4000 -0.144304 0.817481
1.5 4500 -0.144022 0.798519
1.5 5000 -0.144467 0.815111
