#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
0.5 0 -0.144956 0.818074
0.5 500 -0.144837 0.808
0.5 1000 -0.145119 0.825185
0.5 1500 -0.145163 0.818667
0.5 2000 -0.14497 0.818074
0.5 2500 -0.145059 0.810963
0.5 3000 -0.145296 0.829333
0.5 3500 -0.144807 0.799111
0.5 4000 -0.144926 0.807407
0.5 4500 -0.145237 0.822815
0.5 5000 -0.145104 0.808593
