#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
4.5 0 -0.0341259 0.0234074
4.5 500 -0.0443778 0.18637
4.5 1000 -0.0411333 0.0773333
4.5 1500 -0.0396519 0.168593
4.5 2000 -0.0442444 0.04
4.5 2500 -0.0392815 0.0465185
4.5 3000 -0.0422148 0.111704
4.5 3500 -0.0378 0.0471111
4.5 4000 -0.0389556 0.00859259
4.5 4500 -0.0414889 0.04
4.5 5000 -0.0381407 0.0613333
