#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
0.833333 0 -0.144689 0.805037
0.833333 500 -0.144763 0.800296
0.833333 1000 -0.144956 0.803852
0.833333 1500 -0.144881 0.80563
0.833333 2000 -0.14497 0.804444
0.833333 2500 -0.144956 0.815704
0.833333 3000 -0.143889 0.817481
0.833333 3500 -0.145415 0.832889
0.833333 4000 -0.145133 0.818074
0.833333 4500 -0.145193 0.813926
0.833333 5000 -0.145119 0.822815
