#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
4.16667 0 -0.0365556 0.056
4.16667 500 -0.063 0.407407
4.16667 1000 -0.0550593 0.247407
4.16667 1500 -0.0584667 0.397926
4.16667 2000 -0.0501704 0.210667
4.16667 2500 -0.054763 0.323259
4.16667 3000 -0.0632074 0.443556
4.16667 3500 -0.0571185 0.365926
4.16667 4000 -0.052763 0.271111
4.16667 4500 -0.0508963 0.0453333
4.16667 5000 -0.0474296 0.0791111
