#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
1.16667 0 -0.144837 0.816296
1.16667 500 -0.145059 0.819852
1.16667 1000 -0.145163 0.822222
1.16667 1500 -0.144067 0.81037
1.16667 2000 -0.145193 0.814519
1.16667 2500 -0.144837 0.805037
1.16667 3000 -0.145 0.809778
1.16667 3500 -0.144852 0.809778
1.16667 4000 -0.144956 0.803259
1.16667 4500 -0.145104 0.815111
1.16667 5000 -0.145133 0.815111
