# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.84153 0.396449 1.00001 0.87866 0.00821303
2 0.702186 0.183431 1.00002 0.768232 0.00650503
3 0.590164 0.0710044 1.00002 0.675432 0.00541248
4 0.497267 0.0473357 1.00002 0.59738 0.00470279
5 0.409836 0.00591556 1.00002 0.523687 0.00417707
6 0.34153 -0.0236703 1.00002 0.4651 0.00367936
7 0.273224 -0.0236703 1.00002 0.40983 0.00331079
8 0.215846 -0.0177531 1.00002 0.358398 0.0028731
9 0.174863 -0.011836 1.00002 0.316041 0.00231941
10 0.14754 -0.0177531 1.00002 0.27796 0.00196458
11 0.12295 -0.0177531 1.00002 0.242237 0.00168059
12 0.09836 -0.0295875 1.00002 0.208954 0.00139603
13 0.076502 -0.011836 1.00002 0.176109 0.00112633
14 0.0546441 -1.61167e-06 1.00002 0.14798 0.000870919
15 0.0409829 0.0177499 1.00002 0.126924 0.000856056
16 0.0327862 0.0236671 1.00002 0.108665 0.000897759
17 0.0245894 0.0118327 1.00002 0.0904055 0.000783473
18 0.019125 0.0118327 1.00002 0.074504 0.000613774
19 0.0136605 0.0118327 1.00002 0.0594799 0.000443499
20 0.0109282 0.00591556 1.00002 0.0448943 0.000286355
21 0.00546374 0.00591556 1.00002 0.0354631 0.000229212
22 -7.44186e-07 -1.61167e-06 1.00002 0.0260318 0.000186354
23 -0.00273299 -1.61167e-06 1.00002 0.0189583 0.000129211
24 -0.00273299 0.00591556 1.00002 0.0142427 8.63537e-05
25 -0.00273299 -0.011836 1.00002 0.00952708 4.34963e-05
26 -0.00273299 0.00591556 1.00002 0.00481144 2.92105e-05
27 -0.00273299 -0.00591878 1.00002 9.5808e-05 6.38823e-07
28 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
29 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
30 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
31 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
32 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
33 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
34 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
35 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
36 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
37 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
38 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
39 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
40 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
41 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
42 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
43 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
44 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
45 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
46 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
47 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
48 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
49 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
50 0.0027315 0.00591556 1.00002 9.58081e-05 6.38823e-07
51 0.00546374 -1.61167e-06 1.00002 0.00245363 1.49246e-05
52 0.00819598 -0.00591878 1.00002 0.00481144 2.92105e-05
53 0.0109282 0.0177499 1.00002 0.00716926 5.77821e-05
54 0.0136605 -1.61167e-06 1.00002 0.00952708 7.20679e-05
55 0.0136605 0.0118327 1.00002 0.00952708 7.20679e-05
56 0.0136605 -0.0177531 1.00002 0.00952708 5.77821e-05
57 0.0136605 -1.61167e-06 1.00002 0.00952708 4.34963e-05
58 0.0109282 -1.61167e-06 1.00002 0.00996571 1.49246e-05
59 0.00819598 0.00591556 1.00002 0.0104043 6.38823e-07
60 0.00546374 -1.61167e-06 1.00002 0.010843 -1.3647e-05
61 0.0027315 -1.61167e-06 1.00002 0.0112816 -1.3647e-05
62 -0.00273299 0.00591556 1.00002 0.0112816 6.38823e-07
63 -0.00273299 -0.00591878 1.00002 0.00848517 6.38823e-07
64 -0.00273299 0.00591556 1.00002 0.00568871 6.38823e-07
65 -0.00273299 0.00591556 1.00002 0.00289226 6.38823e-07
66 -0.00273299 0.00591556 1.00002 9.58081e-05 6.38823e-07
67 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
68 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
69 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
70 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
71 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
72 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
73 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
74 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
75 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
76 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
77 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
78 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
79 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
80 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
81 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
82 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
83 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
84 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
85 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
86 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
87 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
88 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
89 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
90 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
91 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
92 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
93 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
94 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
95 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
96 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
97 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
98 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
99 -7.44186e-07 -1.61167e-06 1.00002 -0.00226201 -1.3647e-05
100 0.461748 1.16568 -307.008 7.02517e+09 -1.3647e-05
