# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.824277 0.438661 1.00004 0.865801 0.0900235
2 0.677468 0.185199 1.00006 0.74963 0.0725353
3 0.553589 0.0754129 1.00007 0.648201 0.0597578
4 0.45314 0.029112 1.00008 0.564451 0.0498469
5 0.371386 0.0100188 1.00008 0.488471 0.042176
6 0.304088 -0.0105064 1.00008 0.423526 0.0359743
7 0.247009 -0.0210076 1.00008 0.368142 0.0305587
8 0.199651 -0.014325 1.00008 0.320901 0.0260262
9 0.163759 -0.0152797 1.00008 0.279542 0.0220504
10 0.133848 -0.0124157 1.00008 0.242373 0.0185257
11 0.111914 -0.0152797 1.00008 0.211322 0.0160171
12 0.0939679 -0.00573309 1.00008 0.183607 0.01378
13 0.077268 -0.0043011 1.00008 0.15926 0.0116785
14 0.0630606 0.00524549 1.00008 0.138002 0.009822
15 0.0510965 0.00238151 1.00008 0.117892 0.00814492
16 0.0411264 0.00620015 1.00008 0.100991 0.00712681
17 0.0336489 0.00429083 1.00008 0.0860661 0.00610972
18 0.0284146 0.00190418 1.00008 0.0724635 0.00517519
19 0.0221833 0.00524549 1.00008 0.0603443 0.0040707
20 0.0159519 0.00667748 1.00008 0.050046 0.00335066
21 0.0127117 0.00572282 1.00008 0.0414976 0.00271856
22 0.0107176 0.00476816 1.00008 0.0339042 0.00208541
23 0.00922214 0.00142685 1.00008 0.0285084 0.00159157
24 0.00797587 0.00285884 1.00008 0.0232846 0.000895291
25 0.0057326 0.000472193 1.00008 0.0190102 0.000397593
26 0.00473559 0.00285884 1.00008 0.0142548 2.87419e-05
27 0.00448634 0.00285884 1.00008 0.0100548 -0.000175243
28 0.00697886 0.000472193 1.00008 0.00846916 -0.00013819
29 0.00922214 0.00333617 1.00008 0.0080766 1.28621e-05
30 0.0104684 0.0038135 1.00008 0.00785595 0.000380681
31 0.0102191 0.00620015 1.00008 0.00684248 0.000545547
32 0.00847438 0.00429083 1.00008 0.00522285 0.000468343
33 0.00722812 0.00285884 1.00008 0.00358847 0.000428449
34 0.00697886 0.00285884 1.00008 0.00192068 0.000426663
35 0.00648036 0.00190418 1.00008 0.000818 0.000552948
36 0.00648036 0.000949522 1.00008 0.000350983 0.000628366
37 0.00623111 0.000472193 1.00008 0.000366324 0.000894213
38 0.00473559 0.00142685 1.00008 0.00107704 0.00122498
39 0.00274158 0.00190418 1.00008 0.00093855 0.00144224
40 0.00124606 0.00238151 1.00008 0.000971963 0.00135378
41 -0.000498704 -0.00239178 1.00008 0.00114393 0.0010767
42 -0.00199422 -0.00477843 1.00008 0.00250127 0.000913108
43 -0.00299123 -0.00334644 1.00008 0.00338388 0.000825187
44 -0.00199422 -0.00239178 1.00008 0.00338388 0.000851266
45 -0.00199422 -0.00143713 1.00008 0.00267317 0.000877087
46 -0.00299123 0.000472193 1.00008 0.000997739 0.000674135
47 -0.00423749 -0.00143713 1.00008 0.000339299 0.000698407
48 -0.00498525 -5.13677e-06 1.00008 0.000223194 0.000609454
49 -0.00423749 -0.000959796 1.00008 -5.71075e-05 0.000356409
50 -0.00348973 -0.000482466 1.00008 6.39235e-06 0.000318581
51 -0.00324048 -5.13677e-06 1.00008 0.000578552 0.000281528
52 -0.00199422 0.00142685 1.00008 0.000185997 0.000141967
53 -0.00149571 0.000472193 1.00008 0.000717107 9.1874e-05
54 -0.00124646 -5.13677e-06 1.00008 0.00128927 0.000104397
55 -0.00149571 0.000472193 1.00008 0.00203333 9.16158e-05
56 -0.00199422 -0.000482466 1.00008 0.00325974 0.000319098
57 -0.00299123 0.000949522 1.00008 0.00396275 0.00071093
58 -0.00199422 -5.13677e-06 1.00008 0.00397046 0.000684593
59 -0.000498704 -0.00191445 1.00008 0.00423987 0.000785552
60 0.00124606 -0.0043011 1.00008 0.00428862 0.000899293
61 0.00099681 -0.00382377 1.00008 0.00406796 0.000709381
62 0.000249053 -0.00334644 1.00008 0.00318176 0.000693263
63 -0.00199422 0.000472193 1.00008 0.00334655 0.000844853
64 -0.00324048 0.00524549 1.00008 0.00381416 0.000873256
65 -0.00498525 0.00620015 1.00008 0.00260634 0.000644483
66 -0.00673001 0.00429083 1.00008 0.00221379 0.000492398
67 -0.00722852 0.00285884 1.00008 0.00345561 0.000529967
68 -0.00797627 0.000472193 1.00008 0.00482829 0.000671078
69 -0.00822553 0.000472193 1.00008 0.00575966 0.000569602
70 -0.00847478 -0.00191445 1.00008 0.0053671 0.000278213
71 -0.00797627 -0.000482466 1.00008 0.00491809 6.29963e-05
72 -0.00598225 -0.000959796 1.00008 0.0047719 -0.000100083
73 -0.00373898 -0.00239178 1.00008 0.00450256 -0.000338819
74 -0.00324048 -0.0043011 1.00008 0.00327614 -0.000440295
75 -0.00199422 -0.00239178 1.00008 0.00297339 -0.000440295
76 -0.00174497 -0.000482466 1.00008 0.00311195 -0.000261356
77 -0.000997209 0.000472193 1.00008 0.00280919 -0.000261356
78 -1.99512e-07 0.00285884 1.00008 0.00253979 -0.000299958
79 0.00174457 -0.000959796 1.00008 0.00215427 -0.000351342
80 0.00299083 0.000472193 1.00008 0.00237493 -0.000262905
81 0.00299083 0.00190418 1.00008 0.00158212 -0.000300733
82 0.00299083 -0.00191445 1.00008 0.000961203 -0.0003516
83 0.00423709 -0.00239178 1.00008 0.000822647 -0.00034011
84 0.0057326 -0.00334644 1.00008 0.00213887 -0.000188024
85 0.00623111 -0.00382377 1.00008 0.00253906 0.000104397
86 0.00548335 -0.000482466 1.00008 0.00277916 0.000167271
87 0.00498485 -0.00143713 1.00008 0.00322047 0.000320131
88 0.0052341 0.00333617 1.00008 0.00282791 0.000295343
89 0.00623111 -0.00239178 1.00008 0.00371823 9.26486e-05
90 0.00722812 -0.00286911 1.00008 0.00451875 -9.64894e-05
91 0.00847438 -0.00191445 1.00008 0.00495242 0.000132542
92 0.00996989 -0.00143713 1.00008 0.00526907 0.000346468
93 0.00996989 -0.000482466 1.00008 0.00627477 0.00057268
94 0.00797587 0.00142685 1.00008 0.00679047 0.000598243
95 0.0057326 0.00333617 1.00008 0.00721644 0.000828286
96 0.00348933 0.00429083 1.00008 0.0081401 0.00100464
97 0.00224307 0.00285884 1.00008 0.00836846 0.000838485
98 0.00149531 0.00190418 1.00008 0.0079759 0.000787876
99 0.000249053 -5.13677e-06 1.00008 0.00758335 0.000611003
100 0.522183 0.958472 -103.722 6.56817e+08 0.000560911
