# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.322249 0.322843 1 0.536553 0.659828
2 0.105344 0.10884 1 0.318327 0.455238
3 0.0386428 0.0344908 1 0.19663 0.315882
4 0.0177008 0.00717987 1 0.126168 0.222704
5 0.00645186 0.00415413 1 0.0830508 0.158163
6 0.000915243 -0.00154996 1 0.0565528 0.112849
7 0.00268538 -0.00186364 1 0.0385357 0.0789131
8 0.00373073 -0.00140126 1 0.0240122 0.0537326
9 0.00338807 0.0011157 1 0.0153477 0.0372382
10 -0.00055132 0.000818677 1 0.00887119 0.027475
11 -0.000102863 -0.00109353 1 0.00374038 0.0192687
12 -0.00111189 -0.00479817 1 0.000679275 0.0135376
13 -0.00191761 -0.000675554 1 0.00309856 0.00908336
14 0.0016428 -0.00222808 1 0.00251015 0.00573829
15 -0.000783444 -0.00371517 1 0.0036073 0.00186654
16 0.00171781 -0.00347089 1 0.00418986 -0.00072399
17 -0.00144073 -0.00328054 1 0.00655238 -0.0018461
18 -0.000236295 -0.00399157 1 0.00553112 -0.00301999
19 -0.00151495 -0.00501707 1 0.00520817 -0.00194344
20 -0.00289664 -0.00108441 1 0.00766701 -0.000249708
21 -0.00621782 -0.000200874 1 0.00786176 0.000596407
22 -0.00418516 -0.00399633 1 0.00470673 0.00234568
23 -0.00279242 0.00108992 1 0.00170109 0.00307965
24 -0.0015939 -0.000627174 1 -0.00147358 0.00355416
25 -0.00185287 -0.00320322 1 -0.00463047 0.00239213
26 -0.00109097 -0.00351729 1 -0.00653627 0.0019145
27 0.000562715 -0.00292999 1 -0.00669192 0.00033607
28 -0.00309126 -0.000842109 1 -0.00668659 0.0006021
29 -0.00605439 -0.000187391 1 -0.0068687 -0.000537786
30 -0.00260806 0.00201708 1 -0.00690557 0.000297573
31 -0.00290453 0.00116487 1 -0.00607743 0.00167022
32 -0.00538486 0.00173869 1 -0.00471433 0.00254223
33 -0.00523919 0.00031822 1 0.000347721 0.00455952
34 -0.00545276 -0.000232995 1 -0.000380896 0.00365142
35 -0.00227646 -0.00119505 1 -0.00266656 0.00369011
36 0.00256103 0.00250326 1 -9.90099e-05 0.00535679
37 0.00056311 0.00364019 1 -0.000547121 0.00691426
38 -0.00405804 0.00239539 1 -0.00104535 0.006744
39 -0.00464427 -0.000842109 1 -0.0025905 0.00639202
40 -0.00540381 5.56989e-05 1 -0.00264642 0.00404689
41 -0.00066225 0.00350298 1 -0.000526465 0.00332432
42 -0.00138546 0.00500871 1 0.00133681 0.00363802
43 -0.000550925 0.00232322 1 0.00291508 0.00484242
44 -0.000301432 0.00154002 1 0.00201289 0.00425877
45 -8.50989e-05 -0.00126999 1 0.00210422 0.00441234
46 -2.90419e-05 -0.00394954 1 0.000138445 0.00458305
47 0.0025709 -0.00587443 1 -0.00194804 0.00493567
48 0.00260406 -0.00480531 1 -0.00426418 0.0053542
49 0.00327872 -0.00201196 1 -0.00376323 0.00413411
50 0.00193888 -0.00453089 1 -0.00139273 0.00465796
51 -0.000326697 -0.00064383 1 0.00217949 0.00426887
52 -0.00189432 -0.00128982 1 0.00243743 0.00349533
53 -0.000331829 -0.00284988 1 0.00271682 0.00333983
54 0.00258314 -0.00350143 1 0.000221718 0.00419561
55 0.00134357 -0.000587518 1 -0.00246585 0.00518813
56 0.00122711 0.000299186 1 -0.00378143 0.00454589
57 -0.000860818 0.00104987 1 -0.00506598 0.00365663
58 -0.00288795 0.000411412 1 -0.00569708 0.00238112
59 -0.00121729 -0.00167964 1 -0.00656845 0.000415253
60 -0.00208618 0.00368976 1 -0.00678345 -0.00165651
61 0.000711148 -8.23034e-05 1 -0.00318622 -0.00276917
62 -0.00125559 -0.000588312 1 -0.00329129 -0.00598114
63 0.00588656 0.000518086 1 -0.00290534 -0.00548937
64 0.00389732 0.00338163 1 0.000291229 -0.00400032
65 0.00400825 0.00141312 1 -0.00187909 -0.00262243
66 -0.00182839 0.00131199 1 -0.00290437 -0.00160925
67 -0.000822131 0.000635467 1 -0.00472888 -0.000935834
68 0.000828394 -8.42861e-05 1 -0.00754905 -0.000673727
69 -0.000433284 0.00325592 1 -0.00964652 -0.00143501
70 -0.000931087 0.00344667 1 -0.00667997 -0.00158577
71 -0.00244028 0.00848216 1 -0.00486988 -0.00233956
72 -0.00183905 0.00526211 1 -0.00491462 -0.0019531
73 -0.00390132 0.00086904 1 -0.002693 -0.000903695
74 0.000510211 0.00177319 1 -0.0018688 0.000658982
75 0.000692594 0.000171097 1 0.00147469 0.00352436
76 -0.00299138 -0.00134177 1 0.000520831 0.00614569
77 -0.00155877 -0.00210435 1 -0.000133135 0.00767038
78 -0.00221171 0.000824229 1 -0.00159525 0.00638883
79 -0.00310823 0.00013739 1 -0.00404795 0.00594465
80 -0.00397041 0.00335229 1 -0.00481075 0.00375134
81 -0.00422622 0.00304575 1 -0.00353783 0.000874284
82 0.00160017 0.00169269 1 -0.00409229 0.000800655
83 0.00270196 -0.000789763 1 -0.00258574 0.000567815
84 -0.00136849 -0.0011542 1 0.00142035 0.00104838
85 -0.000899505 -0.00402528 1 -0.0010327 0.00166015
86 0.000642458 -0.00309297 1 -0.00451725 0.00102959
87 0.000392965 -0.000573242 1 -0.00546594 0.00177952
88 -0.00209605 4.77677e-05 1 -0.00467611 0.00345577
89 -0.00316113 -0.00184778 1 -0.00473759 0.00428124
90 -0.00365341 -0.00134534 1 -0.00573059 0.00317833
91 -6.61501e-05 -0.000612502 1 -0.00572726 0.00112789
92 0.00052008 0.00136791 1 -0.000509027 0.000662879
93 0.00397627 0.00261271 1 0.00126466 0.00208945
94 0.00212876 0.000520465 1 0.00389773 0.00286374
95 -0.00349747 0.00154319 1 0.00302074 0.00377737
96 0.00275328 0.00479179 1 0.00240485 0.00487504
97 0.00519571 0.000784969 1 0.00235655 0.00653882
98 0.00222074 -0.00129458 1 0.00455581 0.00885845
99 0.00305646 -0.00183747 1 0.00206245 0.00884504
100 0.995513 0.701574 0.999712 3886.23 0.00809082
