#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
4.16667e-06 0 0 0 0
4.16667e-06 20 -79.5392 -79.5392 3.74166
4.16667e-06 40 -81.1124 -81.1124 2.82843
4.16667e-06 60 -82.7892 -82.7892 2.44949
4.16667e-06 80 -85.2374 -85.2374 2.44949
4.16667e-06 100 -85.3624 -85.3624 2.82843
4.16667e-06 120 -86.9534 -86.9534 3.74166
4.16667e-06 140 -86.9534 -86.9534 3.16228
4.16667e-06 160 -86.9534 -86.9534 4.47214
4.16667e-06 180 -86.9534 -86.9534 3.16228
4.16667e-06 200 -86.9534 -86.9534 3.74166
4.16667e-06 220 -86.9534 -86.9534 3.74166
4.16667e-06 240 -86.9534 -86.9534 2.44949
4.16667e-06 260 -86.9534 -86.9534 3.74166
4.16667e-06 280 -86.7855 -86.7855 3.74166
4.16667e-06 300 -86.9105 -86.9105 2.44949
4.16667e-06 320 -86.9105 -86.9105 4.47214
4.16667e-06 340 -86.9105 -86.9105 3.74166
4.16667e-06 360 -86.7855 -86.7855 4.24264
4.16667e-06 380 -86.7855 -86.7855 7.07107
4.16667e-06 400 -87.307 -87.307 6.32456
4.16667e-06 420 -87.307 -87.307 3.16228
4.16667e-06 440 -87.307 -87.307 3.16228
4.16667e-06 460 -87.307 -87.307 5.47723
4.16667e-06 480 -87.307 -87.307 3.16228
4.16667e-06 500 -87.9926 -87.9926 2.82843
4.16667e-06 520 -90.2552 -90.2552 2.82843
4.16667e-06 540 -91.3624 -91.3624 1.41421
4.16667e-06 560 -91.3536 -91.3536 1.41421
4.16667e-06 580 -91.75 -91.75 1.41421
4.16667e-06 600 -91.75 -91.75 1.41421
4.16667e-06 620 -91.7589 -91.7589 2.82843
4.16667e-06 640 -91.8802 -91.8802 3.16228
4.16667e-06 660 -92.5533 -92.5533 3.16228
4.16667e-06 680 -92.614 -92.614 2.82843
4.16667e-06 700 -93.4978 -93.4978 2.44949
4.16667e-06 720 -93.5533 -93.5533 2.82843
4.16667e-06 740 -93.5622 -93.5622 3.74166
4.16667e-06 760 -93.9069 -93.9069 2.82843
4.16667e-06 780 -93.9157 -93.9157 3.74166
4.16667e-06 800 -94.2604 -94.2604 2.82843
4.16667e-06 820 -94.2604 -94.2604 2.82843
4.16667e-06 840 -94.2693 -94.2693 3.74166
4.16667e-06 860 -95.0104 -95.0104 2
4.16667e-06 880 -95.0104 -95.0104 2
4.16667e-06 900 -95.0193 -95.0193 2.44949
4.16667e-06 920 -95.0193 -95.0193 2.44949
4.16667e-06 940 -95.0104 -95.0104 2
4.16667e-06 960 -97.58 -97.58 2.44949
4.16667e-06 980 -99.3263 -99.3263 3.16228
4.16667e-06 1000 -99.3263 -99.3263 3.16228
4.16667e-06 1020 -99.3263 -99.3263 3.16228
4.16667e-06 1040 -99.3263 -99.3263 3.16228
4.16667e-06 1060 -99.3048 -99.3048 3.16228
4.16667e-06 1080 -102.283 -102.283 3.16228
4.16667e-06 1100 -102.283 -102.283 3.16228
4.16667e-06 1120 -102.283 -102.283 3.16228
4.16667e-06 1140 -102.283 -102.283 3.16228
4.16667e-06 1160 -102.283 -102.283 3.16228
4.16667e-06 1180 -102.283 -102.283 3.16228
4.16667e-06 1200 -102.283 -102.283 3.16228
4.16667e-06 1220 -102.283 -102.283 3.16228
4.16667e-06 1240 -102.283 -102.283 3.16228
4.16667e-06 1260 -102.283 -102.283 3.16228
4.16667e-06 1280 -102.283 -102.283 3.16228
4.16667e-06 1300 -102.283 -102.283 3.16228
4.16667e-06 1320 -102.283 -102.283 3.16228
4.16667e-06 1340 -102.283 -102.283 3.16228
4.16667e-06 1360 -102.283 -102.283 3.16228
4.16667e-06 1380 -102.283 -102.283 3.16228
4.16667e-06 1400 -102.283 -102.283 3.16228
4.16667e-06 1420 -102.283 -102.283 3.16228
4.16667e-06 1440 -102.283 -102.283 3.16228
4.16667e-06 1460 -102.283 -102.283 3.16228
4.16667e-06 1480 -102.283 -102.283 3.16228
4.16667e-06 1500 -102.283 -102.283 3.16228
4.16667e-06 1520 -102.283 -102.283 3.16228
4.16667e-06 1540 -102.283 -102.283 3.16228
4.16667e-06 1560 -102.283 -102.283 3.16228
4.16667e-06 1580 -102.089 -102.089 3.16228
4.16667e-06 1600 -103.033 -103.033 1.41421
4.16667e-06 1620 -103.387 -103.387 0
4.16667e-06 1640 -103.387 -103.387 0
4.16667e-06 1660 -103.387 -103.387 0
4.16667e-06 1680 -103.387 -103.387 0
4.16667e-06 1700 -103.387 -103.387 0
4.16667e-06 1720 -103.387 -103.387 0
4.16667e-06 1740 -103.387 -103.387 0
4.16667e-06 1760 -103.387 -103.387 0
4.16667e-06 1780 -103.387 -103.387 0
4.16667e-06 1800 -103.387 -103.387 0
4.16667e-06 1820 -103.387 -103.387 0
4.16667e-06 1840 -103.387 -103.387 0
4.16667e-06 1860 -103.387 -103.387 0
4.16667e-06 1880 -103.387 -103.387 0
4.16667e-06 1900 -103.387 -103.387 0
4.16667e-06 1920 -103.387 -103.387 0
4.16667e-06 1940 -103.387 -103.387 0
4.16667e-06 1960 -103.387 -103.387 0
4.16667e-06 1980 -103.387 -103.387 0
4.16667e-06 2000 -105.43 -105.43 0
