# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.512717 0.502592 1 0.984638 0.990716
2 0.289578 0.278173 1 0.972371 0.983325
3 0.174846 0.164974 1 0.961768 0.976366
4 0.109512 0.103463 1 0.952356 0.969817
5 0.0707033 0.0703846 1 0.943714 0.963576
6 0.0472389 0.0487731 1 0.935777 0.957605
7 0.0381103 0.0344054 1 0.928375 0.951885
8 0.0257896 0.0245337 1 0.921397 0.946377
9 0.0168221 0.0174807 1 0.914807 0.941084
10 0.0152548 0.0134661 1 0.908494 0.935929
11 0.0107005 0.0105317 1 0.902447 0.930922
12 0.00705739 0.00957548 1 0.896591 0.925987
13 0.00391234 0.00453676 1 0.890955 0.921119
14 0.00288806 0.00168824 1 0.885504 0.91636
15 0.00369367 0.00245364 1 0.880276 0.911697
16 0.00632815 -0.000513609 1 0.875056 0.907107
17 0.00528189 -0.00307696 1 0.870033 0.902645
18 -0.000241302 -0.00525655 1 0.865134 0.898209
19 -0.00106889 -0.00502227 1 0.860255 0.893822
20 0.00163568 -0.00414873 1 0.85548 0.889555
21 -0.000863825 -0.0053774 1 0.850967 0.885391
22 0.000619768 -0.00572406 1 0.846513 0.881289
23 0.000502587 -0.00510919 1 0.842158 0.877281
24 0.00267985 -0.00346814 1 0.837991 0.873438
25 0.00423564 -0.00284374 1 0.833878 0.869607
26 0.00536245 -0.000985359 1 0.829797 0.86567
27 0.00768933 0.00149742 1 0.825749 0.861814
28 0.00818735 0.000283595 1 0.821898 0.858077
29 0.00811097 0.000768066 1 0.818031 0.854288
30 0.00716306 -0.000182854 1 0.814295 0.850586
31 0.00780442 0.000177584 1 0.81068 0.846892
32 0.00606449 -0.00136276 1 0.807145 0.843199
33 0.00446895 -0.00451765 1 0.803705 0.839584
34 0.00382864 -0.00480176 1 0.800315 0.835985
35 0.0048613 -0.00584279 1 0.796994 0.832517
36 0.00501091 -0.00199565 1 0.793729 0.82916
37 0.00153943 -0.00316919 1 0.79039 0.825814
38 0.000844714 -0.00336637 1 0.78703 0.822514
39 0.000299613 -0.00476466 1 0.783759 0.819163
40 -0.00279626 -0.00470529 1 0.780497 0.815873
41 -0.00175628 -0.00285328 1 0.777229 0.812617
42 -0.000850224 -0.00122812 1 0.773855 0.809406
43 0.00132076 -0.0022787 1 0.770542 0.8062
44 0.000503633 5.24906e-05 1 0.767128 0.803002
45 -0.00081779 0.00187482 1 0.763805 0.79987
46 -0.000181665 0.00456857 1 0.760641 0.796741
47 -0.000944387 0.00339502 1 0.75761 0.793702
48 0.00114813 0.00236035 1 0.754552 0.790645
49 0.00453486 -0.000348232 1 0.751527 0.78762
50 0.00231784 -0.00103518 1 0.748463 0.784653
51 0.00497952 -0.00197126 1 0.745356 0.781665
52 0.00167753 -0.000182854 1 0.742306 0.778703
53 -0.000200498 0.00109246 1 0.739285 0.775767
54 0.00167126 0.00061117 1 0.736383 0.772901
55 0.00108535 -0.00143485 1 0.733406 0.770063
56 0.00352418 -0.00205289 1 0.730534 0.767186
57 0.00282319 -0.00249178 1 0.727692 0.764365
58 0.00268927 -0.00306742 1 0.724875 0.761532
59 0.00341118 -0.0039876 1 0.722144 0.758735
60 -0.00119654 -0.00486007 1 0.719486 0.755982
61 0.000949339 -0.00601877 1 0.716919 0.753197
62 0.00128937 -0.00516114 1 0.71429 0.750403
63 0.00277192 -0.00917366 1 0.711669 0.747533
64 0.00339968 -0.00647462 1 0.709041 0.744737
65 0.00611785 -0.00819518 1 0.706493 0.741919
66 0.00709192 -0.00564031 1 0.703861 0.739201
67 0.00682198 -0.00376921 1 0.701216 0.736507
68 0.00923884 0.000480776 1 0.698542 0.733804
69 0.00848763 0.00358796 1 0.695846 0.731112
70 0.00332958 0.00366641 1 0.693184 0.728445
71 0.00416135 0.00399187 1 0.69055 0.725833
72 0.00469494 0.00139883 1 0.687941 0.723188
73 0.00510194 0.000722481 1 0.685364 0.720558
74 0.0026924 0.00265507 1 0.682738 0.717949
75 -0.00115364 0.00303565 1 0.680145 0.715367
76 -0.00175419 0.00367383 1 0.677475 0.712755
77 -0.00196449 0.00234339 1 0.674841 0.710135
78 -0.00120281 -0.00151011 1 0.672237 0.707523
79 -0.0010804 -0.00409891 1 0.66969 0.704981
80 -0.000375223 -0.00532758 1 0.667195 0.702422
81 1.60773e-05 -0.00299215 1 0.664735 0.699887
82 0.00253756 -0.00352115 1 0.662294 0.697392
83 0.0014484 -0.00179422 1 0.659804 0.694943
84 -4.35594e-05 0.000207267 1 0.657306 0.69249
85 -0.000880566 -0.000227379 1 0.654828 0.690041
86 -0.000410796 -0.000840124 1 0.652453 0.687556
87 -0.000228747 -0.00207621 1 0.650004 0.685073
88 -0.00212352 -0.0036897 1 0.647637 0.682602
89 -0.00245204 -0.000359893 1 0.64519 0.680154
90 -0.00273767 -0.000840124 1 0.642747 0.677703
91 -0.0027994 -0.00161931 1 0.640425 0.675325
92 -0.00157423 -0.00339817 1 0.638074 0.673044
93 0.000744273 -0.00373741 1 0.635662 0.670749
94 -0.00278685 -0.00284268 1 0.633322 0.668519
95 -0.0059026 -0.00306848 1 0.631067 0.666309
96 -0.00616312 -0.000840124 1 0.628855 0.664088
97 -0.00458536 0.00155149 1 0.626485 0.661884
98 -0.00181801 0.0035445 1 0.624259 0.659656
99 0.000654295 0.00405865 1 0.62216 0.657505
100 0.986928 0.662703 0.990151 127679 0.655383
