# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
51 0.000303601 0.00123142 1.00049 -0.000206313 -1.45271e-05
52 0.00104509 -0.000116448 1.00049 0.00125598 0.00116834
53 0.00233144 0.00199798 1.00049 0.000808864 0.00238755
54 0.00166894 0.00228693 1.00049 0.00151281 0.00267128
55 -0.00156201 0.00258783 1.00049 -0.000120094 0.00142126
56 -0.000166093 0.001266 1.00049 0.000355713 0.00172578
57 -0.000930939 0.00115076 1.00049 0.00109599 0.00238828
58 -0.000642582 0.00215889 1.00049 0.00247219 0.00276272
59 -0.00129998 0.00187207 1.00049 0.00261406 0.00463471
60 0.00292472 -0.000802762 1.00049 0.00152804 0.00497037
61 0.000707046 -0.000375096 1.00049 -0.00129562 0.00448753
62 -0.00221644 -0.000354609 1.00049 -0.00200318 0.00224665
63 -0.00422135 0.00071797 1.00049 0.000481612 0.00166103
64 0.00154664 0.00160275 1.00049 0.000283356 0.00095846
65 0.00220276 -0.000255162 1.00049 0.000435016 -0.000417846
66 -0.000700338 -0.00163675 1.00049 0.000777598 -0.000436901
67 -0.00288446 -0.00189711 1.00049 0.00309885 -0.00144757
68 0.000162608 -0.00202686 1.00049 0.00328471 -0.00147645
69 0.000465829 -0.000832212 1.00049 0.00323184 -0.00149663
70 -0.000429394 0.00239748 1.00049 0.00382939 -0.00219979
71 -0.000998038 -4.55974e-05 1.00049 0.0039926 -0.00347769
72 0.00192248 0.00237528 1.00049 0.00535407 -0.00446595
73 0.00228727 0.000644131 1.00049 0.00481008 -0.00644281
74 -0.000197519 -0.000471129 1.00049 0.00430775 -0.00719483
75 -0.000549578 0.000344936 1.00049 0.00280314 -0.00749066
76 -0.00164482 0.00236077 1.00049 0.0024207 -0.00677263
77 -0.000155476 0.00397241 1.00049 0.000836053 -0.00553696
78 -0.00213193 0.00185756 1.00049 0.00370562 -0.00458719
79 -0.000848976 0.00435356 1.00048 0.00434644 -0.00257874
80 -0.00134882 0.00237101 1.00049 0.00396794 -0.000148599
81 -0.00367309 0.00204877 1.00049 0.00362217 0.00186815
82 -0.000745354 -0.00351131 1.00049 0.00356542 0.00269516
83 -0.000878703 -0.00384209 1.00049 0.00403118 0.00291668
84 -0.0016359 -0.00446097 1.00048 0.00348298 0.00193897
85 0.00316126 -0.00581951 1.00049 0.00143532 0.00247751
86 0.00387005 -0.00566885 1.00049 0.00270372 0.00369559
87 -0.0006188 -0.00304395 1.00049 0.00104069 0.00523538
88 -0.00132589 0.000297986 1.00048 0.0045123 0.00532916
89 -0.00160405 0.000722664 1.00048 0.00183204 0.00488165
90 0.00209787 0.000576695 1.00049 0.00143266 0.00549501
91 -0.00287851 -0.000882576 1.00049 0.00299617 0.00428979
92 -0.00104773 0.000773455 1.00049 0.0033872 0.00383655
93 -0.00308576 0.000281341 1.00049 0.00272641 0.00285954
94 -0.00193148 0.00156092 1.00049 0.00422308 0.00227217
95 0.000772871 0.000607425 1.00049 0.00268336 0.00200132
96 -0.00101672 0.000198539 1.00049 0.00416964 0.000488991
97 -0.00124478 -0.00509094 1.00049 0.00344686 -0.00225414
98 0.00292089 -0.00354076 1.00049 0.00477279 -0.00292911
99 -0.00139936 -0.00375545 1.00049 0.00587207 -0.00333921
100 0.995006 0.691397 0.898642 5008.49 -0.00421141
