# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.333242 0.334835 1.00038 0.584908 0.715394
2 0.116127 0.116911 1.00046 0.373401 0.534649
3 0.0414027 0.0455012 1.00048 0.250025 0.402808
4 0.0141294 0.0160456 1.00049 0.175635 0.30361
5 0.00545453 0.00123441 1.00049 0.125241 0.230096
6 0.0041635 -0.00319291 1.00049 0.0903619 0.175072
7 -0.00115984 -0.00264488 1.00049 0.0665601 0.134641
8 0.000303601 -0.00279085 1.00049 0.047855 0.104714
9 -0.00119127 -0.00344473 1.00049 0.0337307 0.0816462
10 -0.00225169 -0.00490784 1.00049 0.0226758 0.0624023
11 0.000276847 -0.000686242 1.00049 0.0177565 0.0480078
12 0.0006357 -0.000467288 1.00049 0.0130035 0.0363476
13 -0.0011832 0.00373767 1.00049 0.011149 0.0264892
14 0.00103108 -0.00361631 1.00049 0.0103 0.0188666
15 0.000894329 -0.00320614 1.00049 0.00592112 0.0147894
16 0.00214543 -4.4317e-05 1.00049 0.00574942 0.0101116
17 0.00349251 -0.00119714 1.00049 0.00279168 0.00551047
18 0.00127696 -0.00114549 1.00048 0.00229648 0.00440712
19 -0.000478656 -0.00196412 1.00049 0.00196669 0.00392369
20 -0.00103329 -0.00231026 1.00049 0.00090701 0.00435667
21 -0.000544057 -0.00247501 1.00049 0.00343359 0.00502919
22 0.00109902 -0.00262866 1.00049 0.00718766 0.00507419
23 0.000510844 0.000557488 1.00049 0.00639857 0.00662307
24 0.00145873 -0.000285466 1.00049 0.00643246 0.00712863
25 0.00299649 -0.000168092 1.00049 0.00852469 0.00767458
26 0.0019849 0.00385248 1.00049 0.00745821 0.00777059
27 0.00278627 0.00193652 1.00049 0.00659895 0.0078661
28 0.00275782 -0.000522347 1.00048 0.00627271 0.00676082
29 -0.00445237 -0.000426741 1.00048 0.00303166 0.00430087
30 -0.00549198 0.000244208 1.00048 0.00258551 0.00229742
31 -0.00158494 0.000332558 1.00048 0.00338109 0.00217704
32 -0.000307086 -0.00178656 1.00049 0.00528332 0.00259962
33 0.00216751 -0.00182882 1.00049 0.00783344 0.00415277
34 0.00302749 -0.00586049 1.00049 0.00668648 0.00491033
35 0.00224056 -0.00226929 1.00049 0.00476953 0.0021837
36 0.000734225 -0.000340098 1.00049 0.00242105 -0.000754767
37 -0.00322378 -0.00496034 1.00049 -0.00052763 -0.00115415
38 -0.00648913 -0.00423134 1.00049 0.00202289 -0.000115673
39 -0.00392577 0.00176921 1.00049 0.00505145 -0.000979736
40 -0.00284666 0.000504137 1.00049 0.00279999 -0.000736372
41 -0.000560619 0.00454562 1.00049 0.00171529 -0.000661338
42 -0.00234554 0.00533864 1.00049 0.0029171 -0.000690955
43 -0.00416784 0.00563442 1.00049 0.00172412 -0.000798671
44 -0.00515606 0.00422082 1.00049 0.00191998 -7.06802e-05
45 -0.00276428 0.00167915 1.00049 0.00117333 0.000513607
46 -0.00372023 0.00127197 1.00049 0.00190241 0.000893474
47 -0.00303692 -0.00405849 1.00049 0.00292903 -0.00105835
48 -0.0018045 -0.0055408 1.00049 0.00169708 -0.000780858
49 0.00121624 -0.00317541 1.00049 0.00020539 2.67411e-05
50 0.000499378 -0.000524054 1.00049 -0.000385247 -9.77383e-05
