# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
59 0.000551804 -0.00243375 1 -0.00550306 -0.00415862
60 -0.000558194 -0.000970822 1 -0.00514316 -0.00315304
61 0.00265998 -0.00108612 1 -0.00508531 -0.00195365
62 -0.00102627 -0.000634018 1 -0.00209639 -0.0022209
63 -0.00236806 0.00188519 1 -0.000127521 -0.00386181
64 -0.00133111 0.00290593 1 0.00191918 -0.00377293
65 -0.00204894 0.00289354 1 0.00232271 -0.00302214
66 -0.00324749 0.00189676 1 -0.000445829 -0.000723527
67 -0.00347316 -0.00197627 1 -0.001245 -0.000111801
68 0.00178423 0.000666499 1 -0.00277312 -0.00156661
69 0.000296341 0.0040552 1 -0.00266953 -0.00382559
70 -0.00183306 0.00248276 1 -0.00640602 -0.0049258
71 -0.00260149 -0.000653028 1 -0.00908563 -0.00576515
72 0.00146551 -0.00322637 1 -0.008155 -0.00483379
73 0.00463798 -0.00412273 1 -0.00588733 -0.00469789
74 0.00393852 -0.00243375 1 -0.00453279 -0.00464633
75 0.0010362 2.18192e-05 1 -0.000710629 -0.00349505
76 -0.00137029 -0.000962557 1 0.0023005 -0.00389198
77 0.00133125 0.00157277 1 0.000434201 -0.00455038
78 0.00347493 0.00306628 1 0.00110617 -0.00387433
79 0.00287627 0.000406147 1 0.00129997 -0.00208276
80 0.0028828 -0.00286477 1 0.00218325 -0.000818825
81 0.00218987 -0.00332184 1 0.000830052 -0.00065967
82 0.0022319 -0.00244863 1 0.000108284 -0.00185474
83 0.00577246 -0.00176841 1 0.00139226 -0.00401517
84 0.000521197 -0.000348458 1 0.00268087 -0.00444084
85 -0.00211545 0.00158558 1 0.00022979 -0.00392526
86 -0.00432525 -0.000684849 1 -0.00184872 -0.00391767
87 0.000582002 -0.00377105 1 -0.000555769 -0.00263147
88 0.000318378 -0.000309612 1 0.00122895 -0.00165028
89 0.00132717 -0.00133118 1 1.85792e-05 -0.000223461
90 0.00138145 -0.00273625 1 -0.00495384 -0.00116904
91 0.000913369 -0.00218786 1 -0.00414536 -0.00339901
92 -0.000410466 -0.00468847 1 -0.00483649 -0.0040455
93 -0.00491697 -0.00588981 1 -0.00289345 -0.00581714
94 -0.00210199 -0.00118282 1 -0.00236266 -0.00764145
95 0.00155039 -0.000679476 1 0.00157406 -0.00557363
96 -0.00249865 0.00179593 1 0.00316387 -0.00302134
97 -0.00308425 0.000961564 1 0.00203042 -0.00144892
98 -0.00300468 0.000650382 1 0.000166198 -0.000613474
99 -0.00351071 0.00102686 1 0.00010889 -0.00170544
100 0.987494 0.708904 0.999432 4459.7 -0.00255909
