# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.340467 0.337867 1.00001 0.612522 0.747451
2 0.117435 0.118612 1.00001 0.406501 0.581597
3 0.0435407 0.0456673 1.00001 0.280281 0.457395
4 0.0166337 0.017262 1.00001 0.201127 0.361358
5 0.00674864 0.00527931 1.00001 0.147135 0.286481
6 0.00258351 0.00147641 1.00001 0.108547 0.227347
7 0.000568355 0.000888475 1.00001 0.084429 0.180304
8 0.00135109 -0.00240938 1.00001 0.064568 0.143705
9 0.00391083 -0.00109565 1.00001 0.0498009 0.112441
10 0.00404122 -0.000333355 1.00001 0.0388131 0.0868032
11 0.00114221 -0.00183586 1.00001 0.0302582 0.0671059
12 0.00247663 -0.00354561 1.00001 0.0247892 0.0529041
13 0.00409044 -0.00420068 1.00001 0.0233871 0.0422164
14 0.00290725 0.000411366 1.00001 0.0228813 0.0339601
15 -0.000256953 -0.0014403 1.00001 0.0190358 0.0267499
16 -0.000146084 0.00015772 1.00001 0.0158077 0.0218223
17 0.0036412 -0.000851912 1.00001 0.0114099 0.0204581
18 0.00482351 -0.000503204 1.00001 0.00910887 0.0199857
19 0.00390285 0.00375067 1.00001 0.00505823 0.0175913
20 0.00222208 0.0011678 1.00001 0.00231436 0.0159438
21 -0.00379722 -0.00154798 1.00001 0.000974898 0.0128001
22 -0.00390676 -0.00302886 1.00001 -0.000460954 0.0108644
23 0.00224469 0.00145389 1.00001 0.00146154 0.00730523
24 0.00338177 0.00216932 1.00001 0.000137898 0.00349809
25 0.0027507 0.000178444 1.00001 0.00178629 0.00111162
26 0.00263362 -9.9982e-05 1.00001 0.00292944 -2.92919e-05
27 0.00652912 0.00101823 1.00001 0.00343659 -0.000999844
28 0.00611846 6.04056e-05 1.00001 0.00199428 -0.00230385
29 0.00134311 0.00300415 1.00001 -0.000794982 -0.00402504
30 0.000186966 0.000614554 1.00001 -0.00184782 -0.0051223
31 -0.00106231 0.00232385 1.00001 -0.00252039 -0.00499646
32 0.00109742 0.00250587 1.00001 -0.00453817 -0.00540831
33 0.00055239 -0.00120603 1.00001 -0.00318067 -0.00619784
34 -0.00268853 0.00354253 1.00001 -0.00501397 -0.00733506
35 -0.00120156 0.00280096 1.00001 -0.00423863 -0.00707139
36 0.00226376 0.00516578 1.00001 -0.00255547 -0.00691201
37 0.0012114 -0.00132181 1.00001 -0.00176476 -0.0062206
38 0.00281323 -0.00260672 1.00001 -0.00424588 -0.00489744
39 -0.000805977 -0.0035312 1.00001 -0.00505508 -0.00486732
40 -0.00366285 -0.000883899 1.00001 -0.00510264 -0.00494029
41 -0.00460435 -0.000365343 1.00001 -0.00547225 -0.00395645
42 -0.00416974 0.00169492 1.00001 -0.00466124 -0.00172625
43 -0.00158738 0.00138676 1.00001 -0.00716192 0.000273401
