0 0 0 0 1 0 -2.35619 4.44089e-16
0 1 0 0 1 0 -2.35619 4.44089e-16
0 2 0 0 1 0 -2.35619 4.44089e-16
0 3 0 0 1 0 -2.35619 4.44089e-16
0 4 0 0 1 0 -2.35619 4.44089e-16
0 5 0 0 1 0 -2.35619 4.44089e-16
0 6 0 0 1 0 -2.35619 4.44089e-16
0 7 0 0 1 0 -2.35619 4.44089e-16
0 8 0 0 1 0 -2.35619 4.44089e-16
0 9 0 0 1 0 -2.35619 4.44089e-16
1 0 0 0 -1 0 -2.35619 -4.44089e-16
1 1 0 0 -1 0 -2.35619 -4.44089e-16
1 2 0 0 -1 0 -2.35619 -4.44089e-16
1 3 0 0 -1 0 -2.35619 -4.44089e-16
1 4 0 0 -1 0 -2.35619 -4.44089e-16
1 5 0 0 -1 0 -2.35619 -4.44089e-16
1 6 0 0 -1 0 -2.35619 -4.44089e-16
1 7 0 0 -1 0 -2.35619 -4.44089e-16
1 8 0 0 -1 0 -2.35619 -4.44089e-16
1 9 0 0 -1 0 -2.35619 -4.44089e-16
2 0 0 0 1 0 -2.35619 4.44089e-16
2 1 0 0 1 0 -2.35619 4.44089e-16
2 2 0 0 1 0 -2.35619 4.44089e-16
2 3 0 0 1 0 -2.35619 4.44089e-16
2 4 0 0 1 0 -2.35619 4.44089e-16
2 5 0 0 1 0 -2.35619 4.44089e-16
2 6 0 0 1 0 -2.35619 4.44089e-16
2 7 0 0 1 0 -2.35619 4.44089e-16
2 8 0 0 1 0 -2.35619 4.44089e-16
2 9 0 0 1 0 -2.35619 4.44089e-16
3 0 0 0 -1 0 -2.35619 -4.44089e-16
3 1 0 0 -1 0 -2.35619 -4.44089e-16
3 2 0 0 -1 0 -2.35619 -4.44089e-16
3 3 0 0 -1 0 -2.35619 -4.44089e-16
3 4 0 0 -1 0 -2.35619 -4.44089e-16
3 5 0 0 -1 0 -2.35619 -4.44089e-16
3 6 0 0 -1 0 -2.35619 -4.44089e-16
3 7 0 0 -1 0 -2.35619 -4.44089e-16
3 8 0 0 -1 0 -2.35619 -4.44089e-16
3 9 0 0 -1 0 -2.35619 -4.44089e-16
4 0 0 0 1 0 -2.35619 4.44089e-16
4 1 0 0 1 0 -2.35619 4.44089e-16
4 2 0 0 1 0 -2.35619 4.44089e-16
4 3 0 0 1 0 -2.35619 4.44089e-16
4 4 0 0 1 0 -2.35619 4.44089e-16
4 5 0 0 1 0 -2.35619 4.44089e-16
4 6 0 0 1 0 -2.35619 4.44089e-16
4 7 0 0 1 0 -2.35619 4.44089e-16
4 8 0 0 1 0 -2.35619 4.44089e-16
4 9 0 0 1 0 -2.35619 4.44089e-16
5 0 0 0 -1 0 -2.35619 -4.44089e-16
5 1 0 0 -1 0 -2.35619 -4.44089e-16
5 2 0 0 -1 0 -2.35619 -4.44089e-16
5 3 0 0 -1 0 -2.35619 -4.44089e-16
5 4 0 0 -1 0 -2.35619 -4.44089e-16
5 5 0 0 -1 0 -2.35619 -4.44089e-16
5 6 0 0 -1 0 -2.35619 -4.44089e-16
5 7 0 0 -1 0 -2.35619 -4.44089e-16
5 8 0 0 -1 0 -2.35619 -4.44089e-16
5 9 0 0 -1 0 -2.35619 -4.44089e-16
6 0 0 0 1 0 -2.35619 4.44089e-16
6 1 0 0 1 0 -2.35619 4.44089e-16
6 2 0 0 1 0 -2.35619 4.44089e-16
6 3 0 0 1 0 -2.35619 4.44089e-16
6 4 0 0 1 0 -2.35619 4.44089e-16
6 5 0 0 1 0 -2.35619 4.44089e-16
6 6 0 0 1 0 -2.35619 4.44089e-16
6 7 0 0 1 0 -2.35619 4.44089e-16
6 8 0 0 1 0 -2.35619 4.44089e-16
6 9 0 0 1 0 -2.35619 4.44089e-16
7 0 0 0 -1 0 -2.35619 -4.44089e-16
7 1 0 0 -1 0 -2.35619 -4.44089e-16
7 2 0 0 -1 0 -2.35619 -4.44089e-16
7 3 0 0 -1 0 -2.35619 -4.44089e-16
7 4 0 0 -1 0 -2.35619 -4.44089e-16
7 5 0 0 -1 0 -2.35619 -4.44089e-16
7 6 0 0 -1 0 -2.35619 -4.44089e-16
7 7 0 0 -1 0 -2.35619 -4.44089e-16
7 8 0 0 -1 0 -2.35619 -4.44089e-16
7 9 0 0 -1 0 -2.35619 -4.44089e-16
8 0 0 0 1 0 -2.35619 4.44089e-16
8 1 0 0 1 0 -2.35619 4.44089e-16
8 2 0 0 1 0 -2.35619 4.44089e-16
8 3 0 0 1 0 -2.35619 4.44089e-16
8 4 0 0 1 0 -2.35619 4.44089e-16
8 5 0 0 1 0 -2.35619 4.44089e-16
8 6 0 0 1 0 -2.35619 4.44089e-16
8 7 0 0 1 0 -2.35619 4.44089e-16
8 8 0 0 1 0 -2.35619 4.44089e-16
8 9 0 0 1 0 -2.35619 4.44089e-16
9 0 0 0 -1 0 -2.35619 -4.44089e-16
9 1 0 0 -1 0 -2.35619 -4.44089e-16
9 2 0 0 -1 0 -2.35619 -4.44089e-16
9 3 0 0 -1 0 -2.35619 -4.44089e-16
9 4 0 0 -1 0 -2.35619 -4.44089e-16
9 5 0 0 -1 0 -2.35619 -4.44089e-16
9 6 0 0 -1 0 -2.35619 -4.44089e-16
9 7 0 0 -1 0 -2.35619 -4.44089e-16
9 8 0 0 -1 0 -2.35619 -4.44089e-16
9 9 0 0 -1 0 -2.35619 -4.44089e-16
