#MCS AutoCorr_Pz
0 7.51285e+09
1 7.4759e+09
2 7.44089e+09
3 7.40703e+09
4 7.37396e+09
5 7.34163e+09
6 7.31016e+09
7 7.27891e+09
8 7.24817e+09
9 7.21785e+09
10 7.18791e+09
11 7.15829e+09
12 7.12879e+09
13 7.09952e+09
14 7.07039e+09
15 7.04115e+09
16 7.01217e+09
17 6.98328e+09
18 6.95458e+09
19 6.92599e+09
20 6.89762e+09
21 6.86935e+09
22 6.84161e+09
23 6.81409e+09
24 6.7868e+09
25 6.75966e+09
26 6.73285e+09
27 6.70628e+09
28 6.68001e+09
29 6.65402e+09
30 6.62845e+09
31 6.60322e+09
32 6.57808e+09
33 6.55325e+09
34 6.52838e+09
35 6.50358e+09
36 6.47887e+09
37 6.45451e+09
38 6.43026e+09
39 6.4058e+09
40 6.38137e+09
41 6.35684e+09
42 6.33218e+09
43 6.30754e+09
44 6.28319e+09
45 6.25897e+09
46 6.23502e+09
47 6.21112e+09
48 6.18736e+09
49 6.16378e+09
50 6.14009e+09
51 6.11645e+09
52 6.09262e+09
53 6.06884e+09
54 6.04518e+09
55 6.02186e+09
56 5.99855e+09
57 5.9754e+09
58 5.95212e+09
59 5.92882e+09
60 5.9057e+09
61 5.88249e+09
62 5.85952e+09
63 5.83706e+09
64 5.81456e+09
65 5.79204e+09
66 5.76945e+09
67 5.747e+09
68 5.72485e+09
69 5.70282e+09
70 5.68081e+09
71 5.65886e+09
72 5.63676e+09
73 5.61499e+09
74 5.59335e+09
75 5.57196e+09
76 5.55048e+09
77 5.52931e+09
78 5.50831e+09
79 5.48734e+09
80 5.46658e+09
81 5.44618e+09
82 5.42593e+09
83 5.40587e+09
84 5.38592e+09
85 5.36595e+09
86 5.34629e+09
87 5.32684e+09
88 5.30725e+09
89 5.28775e+09
90 5.26845e+09
91 5.24903e+09
92 5.2299e+09
93 5.21077e+09
94 5.19189e+09
95 5.17308e+09
96 5.15436e+09
97 5.13564e+09
98 5.11688e+09
99 5.09828e+09
