#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
1.66667e-05 0 -800 -800 400
1.66667e-05 20 -800 -800 400
1.66667e-05 40 -800 -800 400
1.66667e-05 60 -800 -800 400
1.66667e-05 80 -800 -800 400
1.66667e-05 100 -800 -800 400
1.66667e-05 120 -800 -800 400
1.66667e-05 140 -800 -800 400
1.66667e-05 160 -800 -800 400
1.66667e-05 180 -800 -800 400
1.66667e-05 200 -800 -800 400
1.66667e-05 220 -800 -800 400
1.66667e-05 240 -800 -800 400
1.66667e-05 260 -800 -800 400
1.66667e-05 280 -800 -800 400
1.66667e-05 300 -800 -800 400
1.66667e-05 320 -800 -800 400
1.66667e-05 340 -800 -800 400
1.66667e-05 360 -800 -800 400
1.66667e-05 380 -800 -800 400
1.66667e-05 400 -800 -800 400
1.66667e-05 420 -800 -800 400
1.66667e-05 440 -800 -800 400
1.66667e-05 460 -800 -800 400
1.66667e-05 480 -800 -800 400
1.66667e-05 500 -800 -800 400
1.66667e-05 520 -800 -800 400
1.66667e-05 540 -800 -800 400
1.66667e-05 560 -800 -800 400
1.66667e-05 580 -800 -800 400
1.66667e-05 600 -800 -800 400
1.66667e-05 620 -800 -800 400
1.66667e-05 640 -800 -800 400
1.66667e-05 660 -800 -800 400
1.66667e-05 680 -800 -800 400
1.66667e-05 700 -800 -800 400
1.66667e-05 720 -800 -800 400
1.66667e-05 740 -800 -800 400
1.66667e-05 760 -800 -800 400
1.66667e-05 780 -800 -800 400
1.66667e-05 800 -800 -800 400
1.66667e-05 820 -800 -800 400
1.66667e-05 840 -800 -800 400
1.66667e-05 860 -800 -800 400
1.66667e-05 880 -800 -800 400
1.66667e-05 900 -800 -800 400
1.66667e-05 920 -800 -800 400
1.66667e-05 940 -800 -800 400
1.66667e-05 960 -800 -800 400
1.66667e-05 980 -800 -800 400
1.66667e-05 1000 -800 -800 400
1.66667e-05 1020 -800 -800 400
1.66667e-05 1040 -800 -800 400
1.66667e-05 1060 -800 -800 400
1.66667e-05 1080 -800 -800 400
1.66667e-05 1100 -800 -800 400
1.66667e-05 1120 -800 -800 400
1.66667e-05 1140 -800 -800 400
1.66667e-05 1160 -800 -800 400
1.66667e-05 1180 -800 -800 400
1.66667e-05 1200 -800 -800 400
1.66667e-05 1220 -800 -800 400
1.66667e-05 1240 -800 -800 400
1.66667e-05 1260 -800 -800 400
1.66667e-05 1280 -800 -800 400
1.66667e-05 1300 -800 -800 400
1.66667e-05 1320 -800 -800 400
1.66667e-05 1340 -800 -800 400
1.66667e-05 1360 -800 -800 400
1.66667e-05 1380 -800 -800 400
1.66667e-05 1400 -800 -800 400
1.66667e-05 1420 -800 -800 400
1.66667e-05 1440 -800 -800 400
1.66667e-05 1460 -800 -800 400
1.66667e-05 1480 -800 -800 400
1.66667e-05 1500 -800 -800 400
1.66667e-05 1520 -800 -800 400
1.66667e-05 1540 -800 -800 400
1.66667e-05 1560 -800 -800 400
1.66667e-05 1580 -800 -800 400
1.66667e-05 1600 -800 -800 400
1.66667e-05 1620 -800 -800 400
1.66667e-05 1640 -800 -800 400
1.66667e-05 1660 -800 -800 400
1.66667e-05 1680 -800 -800 400
1.66667e-05 1700 -800 -800 400
1.66667e-05 1720 -800 -800 400
1.66667e-05 1740 -800 -800 400
1.66667e-05 1760 -800 -800 400
1.66667e-05 1780 -800 -800 400
1.66667e-05 1800 -800 -800 400
1.66667e-05 1820 -800 -800 400
1.66667e-05 1840 -800 -800 400
1.66667e-05 1860 -800 -800 400
1.66667e-05 1880 -800 -800 400
1.66667e-05 1900 -800 -800 400
1.66667e-05 1920 -800 -800 400
1.66667e-05 1940 -800 -800 400
1.66667e-05 1960 -800 -800 400
1.66667e-05 1980 -800 -800 400
1.66667e-05 2000 -800 -800 400
