#MCS AutoCorr_Pz
0 2.39633e+10
1 2.39538e+10
2 2.39467e+10
3 2.39412e+10
4 2.3937e+10
5 2.39335e+10
6 2.39307e+10
7 2.39283e+10
8 2.39262e+10
9 2.39245e+10
10 2.3923e+10
11 2.39217e+10
12 2.39206e+10
13 2.39196e+10
14 2.39188e+10
15 2.3918e+10
16 2.39173e+10
17 2.39167e+10
18 2.39162e+10
19 2.39158e+10
20 2.39154e+10
21 2.39151e+10
22 2.39147e+10
23 2.39143e+10
24 2.39138e+10
25 2.39135e+10
26 2.39132e+10
27 2.3913e+10
28 2.39128e+10
29 2.39125e+10
30 2.39122e+10
31 2.3912e+10
32 2.39119e+10
33 2.39117e+10
34 2.39115e+10
35 2.39115e+10
36 2.39113e+10
37 2.39112e+10
38 2.39111e+10
39 2.39109e+10
40 2.39108e+10
41 2.39107e+10
42 2.39105e+10
43 2.39103e+10
44 2.39102e+10
45 2.39101e+10
46 2.391e+10
47 2.39099e+10
48 2.39098e+10
49 2.39097e+10
50 2.39096e+10
51 2.39096e+10
52 2.39096e+10
53 2.39096e+10
54 2.39096e+10
55 2.39095e+10
56 2.39095e+10
57 2.39094e+10
58 2.39093e+10
59 2.39091e+10
60 2.39091e+10
61 2.39091e+10
62 2.39091e+10
63 2.39091e+10
64 2.39091e+10
65 2.39091e+10
66 2.3909e+10
67 2.39089e+10
68 2.39089e+10
69 2.39089e+10
70 2.39089e+10
71 2.39088e+10
72 2.39088e+10
73 2.39087e+10
74 2.39087e+10
75 2.39087e+10
76 2.39088e+10
77 2.39087e+10
78 2.39087e+10
79 2.39087e+10
80 2.39088e+10
81 2.39088e+10
82 2.39087e+10
83 2.39086e+10
84 2.39085e+10
85 2.39084e+10
86 2.39084e+10
87 2.39084e+10
88 2.39084e+10
89 2.39084e+10
90 2.39082e+10
91 2.39081e+10
92 2.39081e+10
93 2.39081e+10
94 2.39081e+10
95 2.39081e+10
96 2.39081e+10
97 2.39081e+10
98 2.39081e+10
99 2.39081e+10
