#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.58333 0 -152.95 -21418.5 0.9325
1.58333 1000 -146.3 -21575.4 0.90875
1.58333 2000 -149.7 -21740.4 0.92625
1.58333 3000 -142.6 -21915.3 0.8375
1.58333 4000 -147.7 -22084.4 0.90625
1.58333 5000 -150.35 -22246.6 0.92375
1.58333 6000 -151.8 -22411.3 0.92875
1.58333 7000 -146.5 -22580.3 0.87125
1.58333 8000 -151.75 -22752.5 0.9325
1.58333 9000 -153.25 -22903.3 0.93625
1.58333 10000 -144.65 -23070.6 0.89875
