#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.91667 0 -140.5 -38473.7 0.8575
1.91667 1000 -131.5 -38756.8 0.8375
1.91667 2000 -136.15 -39046.9 0.78
1.91667 3000 -140.35 -39351.7 0.86375
1.91667 4000 -138.3 -39621.4 0.86625
1.91667 5000 -131.3 -39927.6 0.825
1.91667 6000 -140.15 -40217.7 0.8775
1.91667 7000 -135.65 -40504 0.86
1.91667 8000 -133.45 -40790.3 0.85625
1.91667 9000 -138.2 -41084 0.87
1.91667 10000 -139.9 -41366.5 0.87125
