#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
0.916667 0 -158.05 -2372.2 0.95
0.916667 1000 -158.05 -2394.2 0.95
0.916667 2000 -158.3 -2418.6 0.96375
0.916667 3000 -157.8 -2441.3 0.94375
0.916667 4000 -156.55 -2467.2 0.95375
0.916667 5000 -158 -2492.6 0.95
0.916667 6000 -157.35 -2516.4 0.9475
0.916667 7000 -158.2 -2534.4 0.96125
0.916667 8000 -157.65 -2555.7 0.94875
0.916667 9000 -157.65 -2580.4 0.95625
0.916667 10000 -156.05 -2601.65 0.94125
