#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.83333 0 -141.5 -33672.2 0.87
1.83333 1000 -134.7 -33923 0.83125
1.83333 2000 -143.2 -34183.2 0.89125
1.83333 3000 -139 -34438.4 0.87625
1.83333 4000 -141.7 -34705.5 0.88125
1.83333 5000 -144.65 -34968.4 0.9025
1.83333 6000 -136.1 -35211.5 0.8725
1.83333 7000 -143.95 -35457.7 0.8925
1.83333 8000 -140.25 -35707.7 0.89375
1.83333 9000 -142.7 -35975.2 0.89625
1.83333 10000 -144.65 -36235.2 0.9
