#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.75 0 -148.35 -29174.3 0.92
1.75 1000 -143.7 -29405.4 0.9025
1.75 2000 -139.95 -29618.9 0.8825
1.75 3000 -138.85 -29844.3 0.8525
1.75 4000 -140.9 -30061.9 0.88
1.75 5000 -141.4 -30275.9 0.87875
1.75 6000 -145.35 -30495.6 0.905
1.75 7000 -148.85 -30724.2 0.92375
1.75 8000 -143.3 -30951.3 0.91
1.75 9000 -142.8 -31163.5 0.895
1.75 10000 -144.7 -31382.6 0.90875
