#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2 0 -137.15 -43785.2 0.8825
2 1000 -121.75 -44103.1 0.71
2 2000 -130.15 -44431.1 0.82875
2 3000 -126.1 -44764.2 0.55375
2 4000 -133.05 -45105.9 0.845
2 5000 -130.8 -45436.6 0.81875
2 6000 -127.75 -45747.7 0.7875
2 7000 -127.9 -46064.5 0.7875
2 8000 -128.15 -46388.9 0.785
2 9000 -132.9 -46698.3 0.835
2 10000 -126.25 -47015.8 0.74875
