#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.5 0 -152.55 -17783 0.93625
1.5 1000 -150.85 -17923.6 0.9275
1.5 2000 -154.35 -18070.5 0.94
1.5 3000 -155 -18212.9 0.94875
1.5 4000 -151.65 -18351.9 0.935
1.5 5000 -151.95 -18493.5 0.9275
1.5 6000 -154.95 -18650.7 0.95
1.5 7000 -150 -18790 0.9225
1.5 8000 -148.1 -18935.6 0.92
1.5 9000 -154 -19083 0.92375
1.5 10000 -151.3 -19229.8 0.9275
