#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2.41667 0 -91.35 -67799.9 0.05375
2.41667 1000 -84 -68268.8 0.11625
2.41667 2000 -90.05 -68753 0.155
2.41667 3000 -90.5 -69220.7 0.29125
2.41667 4000 -89.45 -69687.5 0.12875
2.41667 5000 -85.95 -70160.7 0.0225
2.41667 6000 -86.75 -70618.4 0.05125
2.41667 7000 -85 -71102.3 0.28875
2.41667 8000 -81.85 -71567.2 0.1375
2.41667 9000 -79.4 -72033.1 0.09125
2.41667 10000 -85.25 -72506.7 0.235
