#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2.66667 0 -76.45 -73055.9 0.12875
2.66667 1000 -71.95 -73538.1 0.165
2.66667 2000 -79.4 -74033.5 0.0175
2.66667 3000 -74.55 -74526.7 0.1525
2.66667 4000 -65.4 -75009.1 0.17875
2.66667 5000 -76.1 -75513.2 0.0875
2.66667 6000 -71.5 -76017 0.06375
2.66667 7000 -68.65 -76480 0.04
2.66667 8000 -75.45 -76991.4 0.2175
2.66667 9000 -76.85 -77479.9 0.04125
2.66667 10000 -67.9 -77962.2 0.01875
