#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.41667 0 -153.65 -14506 0.94125
1.41667 1000 -155.25 -14631.7 0.94125
1.41667 2000 -154.2 -14746.3 0.9475
1.41667 3000 -151.3 -14857.5 0.93
1.41667 4000 -152.05 -14980.8 0.9325
1.41667 5000 -152.45 -15091.1 0.9325
1.41667 6000 -155.7 -15197.5 0.94375
1.41667 7000 -151.75 -15321 0.9325
1.41667 8000 -154.7 -15436.6 0.93875
1.41667 9000 -152.2 -15561.6 0.93
1.41667 10000 -152.35 -15681.3 0.935
