#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
0.833333 0 -157.9 -1507.1 0.9475
0.833333 1000 -157.8 -1522.6 0.94875
0.833333 2000 -156.7 -1538.8 0.94
0.833333 3000 -157.75 -1557.2 0.945
0.833333 4000 -158 -1573.2 0.95375
0.833333 5000 -157 -1586 0.94625
0.833333 6000 -158.1 -1603.7 0.955
0.833333 7000 -156.95 -1618.5 0.94375
0.833333 8000 -156.55 -1632.4 0.94125
0.833333 9000 -157.45 -1646.2 0.9525
0.833333 10000 -158 -1659.6 0.94375
