#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2.75 0 -77.5 -73981.4 0.0175
2.75 1000 -79.1 -74480.2 0.0325
2.75 2000 -71.95 -74983.9 0.0075
2.75 3000 -68.75 -75494.4 0.0175
2.75 4000 -70.15 -75992.6 0.24125
2.75 5000 -69.35 -76490.3 0.08
2.75 6000 -68.85 -77000.8 0.16375
2.75 7000 -72.35 -77484.5 0.15875
2.75 8000 -71 -77979 0.19875
2.75 9000 -70.85 -78470.5 0.0525
2.75 10000 -68.1 -78968.1 0.0025
