#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
3 0 -65.1 -75190.5 0.01
3 1000 -73.2 -75688 0.0325
3 2000 -69.65 -76178.4 0.07
3 3000 -62.2 -76671.6 0.00625
3 4000 -58.25 -77168.7 0.04125
3 5000 -61.05 -77657.9 0.0225
3 6000 -59 -78162.3 0.04375
3 7000 -61.35 -78662.6 0.05125
3 8000 -64.75 -79168.2 0.0425
3 9000 -64.3 -79671.1 0.00375
3 10000 -65.65 -80176.2 0.12625
