#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
1.25 0 -154.15 -9268.5 0.9375
1.25 1000 -155.65 -9350.95 0.94375
1.25 2000 -153.9 -9434.4 0.935
1.25 3000 -152.5 -9516.5 0.92625
1.25 4000 -157.95 -9595.45 0.95
1.25 5000 -156.45 -9682.35 0.945
1.25 6000 -154.6 -9763.3 0.94875
1.25 7000 -156.45 -9843.45 0.94875
1.25 8000 -154.25 -9922.35 0.9375
1.25 9000 -156.55 -10006.8 0.95125
1.25 10000 -154.95 -10068 0.94125
