#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
0.666667 0 -158.95 0 1
0.666667 1000 -158.1 -2.8 0.95625
0.666667 2000 -158.05 -6.1 0.9475
0.666667 3000 -157.8 -11.7 0.95
0.666667 4000 -158.1 -15.6 0.9525
0.666667 5000 -158 -18.4 0.95375
0.666667 6000 -158.5 -22.1 0.96625
0.666667 7000 -157.95 -26.3 0.94375
0.666667 8000 -158.25 -31.8 0.9575
0.666667 9000 -157.4 -35.3 0.95
0.666667 10000 -157.95 -41.7 0.94875
