#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2.33333 0 -105.5 -64779.1 0.56125
2.33333 1000 -106.3 -65234.4 0.53375
2.33333 2000 -102.9 -65687.4 0.12375
2.33333 3000 -96.05 -66148.6 0.40375
2.33333 4000 -105.4 -66614.9 0.415
2.33333 5000 -92.4 -67046.2 0.14875
2.33333 6000 -84 -67494.8 0.04125
2.33333 7000 -98.25 -67948.6 0.35
2.33333 8000 -90.45 -68398.5 0.2475
2.33333 9000 -94.35 -68839.4 0.47625
2.33333 10000 -97.15 -69292.2 0.385
