#Equilibrated stats.
#kT/J nstep/site E_tot/site E_tot(global)/site P_tot/site
2.16667 0 -128.3 -54355.9 0.8275
2.16667 1000 -112.6 -54730.3 0.66125
2.16667 2000 -108.8 -55116.4 0.595
2.16667 3000 -125.15 -55516.8 0.7875
2.16667 4000 -117.35 -55907.4 0.72875
2.16667 5000 -115.6 -56317 0.715
2.16667 6000 -118.55 -56702.1 0.6525
2.16667 7000 -112.95 -57105.5 0.71625
2.16667 8000 -121.4 -57510.3 0.7225
2.16667 9000 -114.15 -57914.8 0.7175
2.16667 10000 -110.95 -58294.1 0.65125
