# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.322368 0.327208 1.00096 0.53621 0.662348
2 0.107209 0.11191 1.00116 0.317255 0.460358
3 0.0372722 0.03799 1.00121 0.197591 0.323684
4 0.0128938 0.0165945 1.00122 0.127326 0.230113
5 0.00368832 0.00732822 1.00122 0.0831593 0.165917
6 -0.000887892 0.00173463 1.00123 0.0558219 0.119924
7 0.00193184 0.000824845 1.00122 0.0402297 0.0858997
8 0.00517112 -0.00274253 1.00122 0.0271288 0.063611
9 0.00481055 -0.00287227 1.00122 0.0180938 0.0432077
10 0.00369343 0.000243166 1.00122 0.0128472 0.0295195
11 0.00237499 -0.00523724 1.00122 0.00821799 0.0192907
12 -0.00119617 -0.00920607 1.00122 0.00471243 0.0147018
13 0.00393997 -0.00255797 1.00123 0.00230187 0.0128215
14 0.00390341 -0.00208513 1.00123 0.00211925 0.0096235
15 0.00451171 0.0009818 1.00122 0.00392999 0.00920817
16 0.00571022 -0.000410287 1.00123 0.00542115 0.00747178
17 0.00259755 0.00221496 1.00123 0.0034231 0.00447924
18 0.000907518 0.00201463 1.00123 0.00314856 0.00348796
19 -0.00134481 0.000749522 1.00123 -0.00015898 0.00433866
20 -0.000910699 -0.000752196 1.00122 -0.000921892 0.00495181
21 -0.000826158 0.00277613 1.00122 -0.0017942 0.00534778
22 -0.00152096 0.00139667 1.00122 -0.00127638 0.00391458
23 -0.00162005 0.00161199 1.00122 -7.73394e-05 0.00275847
24 0.00174192 0.00114073 1.00122 -0.00208414 0.00146826
25 0.00264591 0.001569 1.00122 -0.00211947 0.00068672
26 0.00201284 0.00159739 1.00123 -0.00173897 0.000583033
27 0.00146234 0.00222955 1.00123 5.95616e-05 0.000382757
28 0.000370389 0.000680115 1.00123 0.000412437 0.00225402
29 0.000310227 0.00328446 1.00123 0.000473328 0.00149367
30 0.00576409 0.00300683 1.00122 -7.49292e-05 0.000650161
31 0.0012559 0.00392056 1.00123 0.00197031 0.00149201
32 0.0020671 0.00196927 1.00122 0.0020125 0.00295424
33 0.00364585 -0.00112684 1.00122 0.00302591 0.0034493
34 0.000657827 -0.00129917 1.00122 0.0039514 0.00503871
35 -0.000590623 -0.00151844 1.00122 0.000605419 0.00345883
