# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
36 1.13855e-05 -0.000265163 1.00123 -0.000608563 0.00265499
37 0.000917348 0.00403966 1.00122 -0.00385517 0.00267437
38 0.00298525 0.00417413 1.00122 -0.00300955 0.00284533
39 0.00260856 0.00551062 1.00122 -0.00271949 0.00150513
40 0.00366394 0.00407909 1.00123 -0.00281914 -2.62142e-05
41 0.00132078 0.00104924 1.00122 -0.00516295 -0.00249384
42 0.00308513 0.00169401 1.00122 -0.0066262 -0.00341715
43 0.000491892 -0.000399245 1.00122 -0.00703045 -0.00237542
44 -0.00277335 -0.00268061 1.00123 -0.00540726 -0.000489479
45 0.0012618 0.00267281 1.00122 -0.00200412 0.00150813
46 0.00160783 0.00103819 1.00122 -0.00427302 0.00218427
47 -0.00188154 0.00281793 1.00122 -0.002003 0.00311575
48 0.0023514 0.00265309 1.00123 -4.45451e-05 0.00421659
49 0.000100252 0.00585726 1.00122 -0.000714287 0.00627693
50 -0.00106759 0.00453537 1.00122 1.68298e-05 0.00555361
51 -0.00266875 0.00176697 1.00122 -0.000583104 0.00399458
52 -0.00653915 -0.00113117 1.00122 -0.00185682 0.00481602
53 -0.000499398 -0.00260253 1.00123 -0.00302418 0.00402996
54 0.00177573 -0.00146677 1.00123 -0.00371893 0.00320271
55 -0.00197631 -0.00126052 1.00123 -0.00682351 0.0011121
56 0.000574859 0.000555892 1.00122 -0.00454896 -0.000665709
57 0.00255862 0.00356209 1.00123 -0.00481945 -0.00219577
58 0.00142813 0.00381054 1.00123 -0.00201272 -0.00246137
59 0.00468315 0.00165931 1.00123 -0.00284268 -0.00143053
60 0.00158188 0.00158635 1.00122 -0.000485215 -0.00160771
61 0.000160413 -0.000415019 1.00122 0.000875887 -0.00288577
62 -0.000658256 0.00025894 1.00122 0.000166377 -0.0013596
63 -0.000276446 0.00413904 1.00123 0.00126879 -0.00142643
64 0.00223933 0.0019673 1.00123 0.000240109 -0.00132404
65 0.00367613 0.00135329 1.00122 0.00192272 -0.00015367
66 0.00367023 -0.00276461 1.00122 -4.28352e-06 0.00259639
67 0.00166524 -0.00295469 1.00122 0.00069107 0.00452838
68 0.0013255 -0.00489612 1.00122 0.00051507 0.00625157
69 0.000160413 -0.00431996 1.00123 -0.0002227 0.00632599
70 -0.000880814 -0.0056525 1.00123 0.00179045 0.00603009
71 -0.000141181 -0.00346617 1.00123 0.00498949 0.00439489
72 -0.00160197 -0.00144154 1.00123 0.00468383 0.00284367
73 0.000405385 -0.000422906 1.00123 0.0067933 0.00275812
74 0.00206985 -0.00135123 1.00122 0.00683836 0.00247803
75 0.00251065 -0.00342319 1.00122 0.00431754 0.00394594
76 0.00347756 -0.0039327 1.00122 0.00389619 0.0030041
77 -0.000417217 0.00205761 1.00122 0.00387852 0.00171609
78 -0.00101215 -0.00364166 1.00123 -0.000461855 0.00152905
79 -0.00107939 -8.84901e-05 1.00123 -0.000252809 0.000679229
80 0.00235965 -0.00145258 1.00122 -0.000892568 -8.06881e-05
81 -0.00113955 0.000488063 1.00122 -0.0020494 -0.00141905
82 -0.00122763 9.33094e-05 1.00123 -0.00359804 -0.00158795
83 0.00174034 -0.00157877 1.00122 -0.0037182 -0.00357193
84 -0.000582366 -0.000268318 1.00122 -0.000740154 -0.00336669
85 0.00700546 0.0029599 1.00122 -0.000164464 -0.00229574
86 0.00783711 0.00315077 1.00122 0.000371436 -0.00170727
87 0.00428836 0.00241451 1.00122 0.000140735 -0.00118018
88 0.00335605 0.00366581 1.00122 -0.000236486 -0.00226593
89 0.000290567 0.00429402 1.00123 -0.00101043 -0.00250025
90 0.00084657 0.00338266 1.00122 -0.00119396 -0.00332849
91 0.00099717 0.00299066 1.00122 -4.59914e-06 -0.00159722
92 0.00429701 0.000432064 1.00123 0.00246313 0.000587934
93 0.00226843 -0.00253194 1.00122 0.0022429 -0.0016445
94 0.000416788 -0.00256782 1.00122 0.000275031 -0.00407056
95 -0.00175296 -0.00424582 1.00123 0.000517226 -0.00478335
96 -0.00267937 -0.000973037 1.00123 -7.3888e-05 -0.00500152
97 -0.00169241 -0.000194967 1.00122 -0.00335276 -0.00511396
98 0.000365277 -0.00199088 1.00122 -0.00315154 -0.00467388
99 -0.00217802 0.001681 1.00123 -0.00548103 -0.00429215
100 0.997109 0.702622 0.804275 3892.75 -0.00276485
