# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
36 0.00525527 -0.00408056 1.00031 0.000504487 0.014171
37 0.00541585 -0.00698928 1.00031 -0.00176701 0.0125103
38 0.0050363 -0.00459386 1.00031 -0.00322427 0.0115351
39 0.0050363 -0.00282581 1.00031 -0.0051407 0.0107665
40 0.00537206 -0.000886662 1.00031 -0.00741668 0.010561
41 0.00464215 0.00353346 1.00031 -0.0100269 0.009093
42 0.00529906 0.00256388 1.00031 -0.0118479 0.00809736
43 0.00497791 0.00233575 1.00031 -0.0134847 0.00680976
44 0.00521148 0.00133766 1.00031 -0.0150709 0.00662227
45 0.00513849 0.00216465 1.00031 -0.0169142 0.00672266
46 0.0065545 -0.00137145 1.00031 -0.0178321 0.00594587
47 0.0065837 -0.0029684 1.00031 -0.0184702 0.00537819
48 0.00493411 -0.00265471 1.00031 -0.0184143 0.00480851
49 0.00497791 -0.00117183 1.00031 -0.0186373 0.00439135
50 0.00389765 0.00233575 1.00031 -0.0184403 0.00419574
51 0.0042626 0.00592888 1.00031 -0.0170252 0.00441931
52 0.00480273 0.00401825 1.00031 -0.0160595 0.0053727
53 0.00471514 0.00116656 1.00031 -0.0156836 0.00639685
54 0.00353269 0.00119507 1.00031 -0.0161277 0.00669235
55 0.00205828 0.00159431 1.00031 -0.0165036 0.00690559
56 0.000832042 -0.00259768 1.00031 -0.0159749 0.00732116
57 -0.00181022 -0.0027973 1.00031 -0.0150887 0.00763363
58 -0.00306565 -0.00659005 1.00031 -0.0146215 0.00760199
59 -0.00354739 -0.0071889 1.00031 -0.0142512 0.00721731
60 -0.00379556 -0.00177069 1.00031 -0.013864 0.00666976
61 -0.00569332 0.00119507 1.00031 -0.0142253 0.00656169
62 -0.00840856 0.00179393 1.00031 -0.0145816 0.00603706
63 -0.0104231 -0.000886662 1.00031 -0.0148896 0.00541675
64 -0.0122771 -0.0031395 1.00031 -0.0153268 0.00503629
65 -0.012934 -0.0051642 1.00031 -0.0160888 0.00403038
66 -0.0139704 -0.00564899 1.00031 -0.0178382 0.00288844
67 -0.0129778 -0.00322505 1.00031 -0.019226 0.00136757
68 -0.0109632 -0.00385242 1.00031 -0.0203579 0.000143478
69 -0.00799982 -0.00299691 1.00031 -0.021757 -0.0013056
70 -0.00484662 -0.00199882 1.00031 -0.023709 -0.00204485
71 -0.00334302 -0.00222696 1.00031 -0.0257075 -0.00294155
72 -0.00372257 -0.00276878 1.00031 -0.0287579 -0.00359532
73 -0.00461305 -0.00165662 1.00031 -0.0304449 -0.00410081
74 -0.0065546 -0.00137145 1.00031 -0.0317798 -0.00389241
75 -0.00705094 -0.001457 1.00031 -0.0326348 -0.00389195
76 -0.00779544 0.000824353 1.00032 -0.0326087 -0.00409313
77 -0.00832098 -0.000544459 1.00031 -0.0321776 -0.00399214
78 -0.0106859 -0.00450831 1.00031 -0.0320748 -0.00280471
79 -0.012934 -0.00276878 1.00031 -0.0320983 -0.0024332
80 -0.0135909 -0.00299691 1.00031 -0.032456 -0.00231256
81 -0.0145252 -0.00154255 1.00031 -0.0325749 -0.00194427
82 -0.0137515 -0.00265471 1.00031 -0.0328813 -0.00134577
83 -0.0149193 0.000624734 1.00031 -0.0324348 -0.00128251
84 -0.0141456 0.00239278 1.00031 -0.0326338 -0.00114282
85 -0.0133427 5.4396e-05 1.00031 -0.0335012 -0.000829221
86 -0.0126128 0.000510667 1.00031 -0.0341081 -0.000794742
87 -0.0115618 -0.00142848 1.00031 -0.035226 -0.00242371
88 -0.0104377 0.00230723 1.00031 -0.0362022 -0.00388844
89 -0.00940124 0.00205058 1.00031 -0.0374851 -0.00547247
90 -0.00875892 0.00321977 1.00031 -0.0382076 -0.00681533
91 -0.00763486 0.00801062 1.00031 -0.040058 -0.00778097
92 -0.00801442 0.0057863 1.00031 -0.0417355 -0.00935557
93 -0.0103063 0.00524447 1.00031 -0.0432788 -0.0101114
94 -0.0118099 -0.00430869 1.00031 -0.0448979 -0.0117471
95 -0.0131821 -0.00396649 1.00031 -0.0467248 -0.0137284
96 -0.0152113 -0.00356725 1.00031 -0.0485158 -0.0143675
97 -0.0162478 0.0005677 1.00031 -0.050462 -0.0148068
98 -0.0161456 -0.000287807 1.00031 -0.052756 -0.0151929
99 -0.0167879 -8.81886e-05 1.00032 -0.0547387 -0.0159383
100 0.511912 1.00664 -22.7028 2.9862e+07 -0.0157229
