#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
7.08333e-05 0 -50.3683 -50.3683 2.82843
7.08333e-05 20 -40.8107 -40.8107 3.74166
7.08333e-05 40 -42.9822 -42.9822 4.47214
7.08333e-05 60 -46.9231 -46.9231 4.47214
7.08333e-05 80 -45.9305 -45.9305 5.65685
7.08333e-05 100 -32.716 -32.716 5.83095
7.08333e-05 120 -42.9017 -42.9017 11.0454
7.08333e-05 140 -39.3698 -39.3698 8.60233
7.08333e-05 160 -42.2071 -42.2071 7.61577
7.08333e-05 180 -43.7463 -43.7463 8.60233
7.08333e-05 200 -51.2714 -51.2714 6.48074
7.08333e-05 220 -32.8713 -32.8713 3.74166
7.08333e-05 240 -48.716 -48.716 4.24264
7.08333e-05 260 -43.8055 -43.8055 9.89949
7.08333e-05 280 -42.7656 -42.7656 9.69536
7.08333e-05 300 -49.4571 -49.4571 6
7.08333e-05 320 -44.5444 -44.5444 12.7279
7.08333e-05 340 -46.1945 -46.1945 5.47723
7.08333e-05 360 -40.682 -40.682 6.63325
7.08333e-05 380 -44.0659 -44.0659 4.24264
7.08333e-05 400 -40.7286 -40.7286 4.47214
7.08333e-05 420 -53.33 -53.33 5.83095
7.08333e-05 440 -26.5355 -26.5355 9.69536
7.08333e-05 460 -28.4571 -28.4571 8.12404
7.08333e-05 480 -44.7123 -44.7123 7.07107
7.08333e-05 500 -43.2249 -43.2249 7.2111
7.08333e-05 520 -46.7589 -46.7589 2
7.08333e-05 540 -35.466 -35.466 2.44949
7.08333e-05 560 -37.9231 -37.9231 7.07107
7.08333e-05 580 -44.7996 -44.7996 3.74166
7.08333e-05 600 -45.7071 -45.7071 6.63325
7.08333e-05 620 -38.1694 -38.1694 2.44949
7.08333e-05 640 -45.4017 -45.4017 6.63325
7.08333e-05 660 -43.7286 -43.7286 6.48074
7.08333e-05 680 -42.8447 -42.8447 3.74166
7.08333e-05 700 -44.5695 -44.5695 8.83176
7.08333e-05 720 -38.0962 -38.0962 7.34847
7.08333e-05 740 -46.8765 -46.8765 6.16441
7.08333e-05 760 -47.0769 -47.0769 3.74166
7.08333e-05 780 -43.6339 -43.6339 10.4881
7.08333e-05 800 -44.7212 -44.7212 10
7.08333e-05 820 -41.2233 -41.2233 5.09902
7.08333e-05 840 -46.1909 -46.1909 5.09902
7.08333e-05 860 -40.7286 -40.7286 6.63325
7.08333e-05 880 -44.7338 -44.7338 6.78233
7.08333e-05 900 -39.7426 -39.7426 7.07107
7.08333e-05 920 -43.0659 -43.0659 5.47723
7.08333e-05 940 -46.4164 -46.4164 6.78233
7.08333e-05 960 -49.3928 -49.3928 1.41421
7.08333e-05 980 -46.7678 -46.7678 2
7.08333e-05 1000 -49.091 -49.091 7.07107
7.08333e-05 1020 -53.2138 -53.2138 4.24264
7.08333e-05 1040 -36.8499 -36.8499 3.74166
7.08333e-05 1060 -51.0769 -51.0769 4.24264
7.08333e-05 1080 -40.6679 -40.6679 4.24264
7.08333e-05 1100 -50.4838 -50.4838 6.78233
7.08333e-05 1120 -35.2803 -35.2803 4.69042
7.08333e-05 1140 -30.8358 -30.8358 1.41421
7.08333e-05 1160 -40.08 -40.08 8.60233
7.08333e-05 1180 -39.8536 -39.8536 8.60233
7.08333e-05 1200 -43.1302 -43.1302 1.41421
7.08333e-05 1220 -46.9017 -46.9017 4.69042
7.08333e-05 1240 -30.9445 -30.9445 5.09902
7.08333e-05 1260 -41.034 -41.034 3.16228
7.08333e-05 1280 -41.7071 -41.7071 6.48074
7.08333e-05 1300 -46.2338 -46.2338 5.83095
7.08333e-05 1320 -45.5193 -45.5193 5.47723
7.08333e-05 1340 -39.1805 -39.1805 7.07107
7.08333e-05 1360 -31.3876 -31.3876 9.27362
7.08333e-05 1380 -49.8211 -49.8211 5.83095
7.08333e-05 1400 -38.8321 -38.8321 4.24264
7.08333e-05 1420 -44.6339 -44.6339 3.74166
7.08333e-05 1440 -41.2181 -41.2181 8.83176
7.08333e-05 1460 -41.3964 -41.3964 3.74166
7.08333e-05 1480 -50.6501 -50.6501 4
7.08333e-05 1500 -38.6982 -38.6982 7.48331
7.08333e-05 1520 -36.4623 -36.4623 5.83095
7.08333e-05 1540 -40.5178 -40.5178 5.09902
7.08333e-05 1560 -42.0732 -42.0732 8.12404
7.08333e-05 1580 -43.2589 -43.2589 4.47214
7.08333e-05 1600 -47.625 -47.625 9.69536
7.08333e-05 1620 -50.1109 -50.1109 9.48683
7.08333e-05 1640 -29.5496 -29.5496 5.09902
7.08333e-05 1660 -42.3143 -42.3143 7.07107
7.08333e-05 1680 -36.9534 -36.9534 5.65685
7.08333e-05 1700 -39.6841 -39.6841 7.07107
7.08333e-05 1720 -42.8765 -42.8765 6.78233
7.08333e-05 1740 -32.1768 -32.1768 4.89898
7.08333e-05 1760 -40.3284 -40.3284 6.16441
7.08333e-05 1780 -38.3765 -38.3765 4.69042
7.08333e-05 1800 -38.2286 -38.2286 7.87401
7.08333e-05 1820 -44.0518 -44.0518 1.41421
7.08333e-05 1840 -38.3551 -38.3551 6.16441
7.08333e-05 1860 -42.4801 -42.4801 3.16228
7.08333e-05 1880 -46.2056 -46.2056 3.74166
7.08333e-05 1900 -45.2641 -45.2641 7.87401
7.08333e-05 1920 -42.5769 -42.5769 2.44949
7.08333e-05 1940 -47.0518 -47.0518 1.41421
7.08333e-05 1960 -39.2374 -39.2374 3.16228
7.08333e-05 1980 -35.0089 -35.0089 8.60233
7.08333e-05 2000 -39.3232 -39.3232 2.82843
