# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.32455 0.315162 1.00002 0.515234 0.637929
2 0.107858 0.102291 1.00003 0.291151 0.428066
3 0.0363664 0.0332129 1.00003 0.172727 0.289539
4 0.0118948 0.00936806 1.00003 0.105388 0.196883
5 0.00309128 0.00681352 1.00003 0.0634205 0.136348
6 0.000266172 0.0039804 1.00003 0.038332 0.0913209
7 -0.00217406 0.00339959 1.00003 0.0236956 0.0633317
8 0.00106334 0.00479634 1.00003 0.0165865 0.0421833
9 0.00296527 0.00102265 1.00003 0.0139008 0.0279534
10 0.00342705 -0.00210316 1.00003 0.0113556 0.021752
11 0.00394022 -0.00300142 1.00003 0.00984282 0.0171372
12 0.00229754 -0.000646584 1.00003 0.00607482 0.0124345
13 -0.000223016 -0.00232954 1.00003 0.00315276 0.00699033
14 -0.000316285 -0.00483034 1.00003 -0.000601148 0.00108509
15 -0.00223763 -0.00467561 1.00003 -0.00413294 -0.00151867
16 0.000819317 -0.00352353 1.00003 -0.0042124 -0.00255066
17 -0.00064901 -0.000494523 1.00003 -0.00456191 -0.00193486
18 0.00324927 -0.00209706 1.00003 -0.000739794 -0.000369986
19 0.00106562 0.000564563 1.00003 0.00184988 0.00357829
20 0.00145736 0.00178371 1.00003 0.00218821 0.00524072
21 -0.00139288 0.00129971 1.00003 0.00523497 0.00416932
22 -0.000453334 -0.000991101 1.00003 0.00458745 0.00399328
23 -0.00140506 -0.00160201 1.00003 0.00437578 0.00298403
24 -0.00368388 -0.00197473 1.00003 0.00154482 8.51484e-05
25 -0.00327464 1.08199e-05 1.00003 -0.000993324 -0.000937208
26 -0.00133502 -0.000117231 1.00003 -0.00124193 -0.00167756
27 0.000112754 -0.000813888 1.00003 -0.0020799 -0.00209263
28 -9.92914e-05 0.00139956 1.00003 -0.00110493 -0.00265571
29 0.0020973 0.00237938 1.00003 -0.00395588 -0.00359315
30 0.00375483 0.00324868 1.00003 -0.00647369 -0.00329058
31 0.000340788 -2.32057e-07 1.00003 -0.00663757 -0.00138329
32 -0.00243636 -0.00271826 1.00003 -0.00693841 -0.00139431
33 -0.00271236 -0.00131199 1.00003 -0.00732381 -0.00187861
34 0.000497633 0.00220102 1.00003 -0.00533302 -0.000620902
35 0.00110293 0.00164194 1.00003 -0.0049146 0.00110967
36 -0.00114695 0.00108058 1.00003 -0.00359352 0.00120242
37 -0.000693931 0.000164786 1.00003 0.000270875 -6.57312e-05
38 -0.00138793 -0.00563447 1.00003 -0.00175252 -0.000782754
39 -0.000156395 -0.00334899 1.00003 -0.00191182 0.000240745
40 9.44805e-05 -0.00265462 1.00003 -0.000291373 0.000615572
