#Equilibrated stats.
#kT/J MCS E_tot/site E_tot(global)/site P_tot/site
5.41667e-05 0 -70.7849 -70.7849 3.74166
5.41667e-05 20 -50.9393 -50.9393 4.69042
5.41667e-05 40 -56.1997 -56.1997 1.41421
5.41667e-05 60 -43.0591 -43.0591 7.07107
5.41667e-05 80 -53.1841 -53.1841 8.60233
5.41667e-05 100 -48.3588 -48.3588 5.47723
5.41667e-05 120 -46.6339 -46.6339 4.47214
5.41667e-05 140 -49.8033 -49.8033 3.16228
5.41667e-05 160 -52.932 -52.932 3.16228
5.41667e-05 180 -55.4978 -55.4978 2.44949
5.41667e-05 200 -51.7981 -51.7981 6
5.41667e-05 220 -56.3321 -56.3321 3.74166
5.41667e-05 240 -50.6746 -50.6746 2.44949
5.41667e-05 260 -52.5659 -52.5659 3.74166
5.41667e-05 280 -49.4341 -49.4341 2.82843
5.41667e-05 300 -50.7071 -50.7071 7.07107
5.41667e-05 320 -55.0895 -55.0895 3.74166
5.41667e-05 340 -49.9409 -49.9409 3.4641
5.41667e-05 360 -55.5947 -55.5947 5.09902
5.41667e-05 380 -51.5895 -51.5895 3.74166
5.41667e-05 400 -65.9142 -65.9142 3.74166
5.41667e-05 420 -41.0429 -41.0429 8.60233
5.41667e-05 440 -53.4593 -53.4593 2.44949
5.41667e-05 460 -41.7693 -41.7693 4.24264
5.41667e-05 480 -48.1124 -48.1124 6.78233
5.41667e-05 500 -49.591 -49.591 3.74166
5.41667e-05 520 -52.9786 -52.9786 4.69042
5.41667e-05 540 -48.6213 -48.6213 3.74166
5.41667e-05 560 -52.25 -52.25 3.74166
5.41667e-05 580 -44.5747 -44.5747 5.09902
5.41667e-05 600 -50.5533 -50.5533 6.16441
5.41667e-05 620 -58.5282 -58.5282 3.16228
5.41667e-05 640 -47.1088 -47.1088 10.6771
5.41667e-05 660 -51.3232 -51.3232 7.48331
5.41667e-05 680 -46.6679 -46.6679 4.89898
5.41667e-05 700 -51.7662 -51.7662 3.16228
5.41667e-05 720 -58.3802 -58.3802 4.24264
5.41667e-05 740 -53.3232 -53.3232 5.09902
5.41667e-05 760 -45.5747 -45.5747 7.48331
5.41667e-05 780 -56.0414 -56.0414 0
5.41667e-05 800 -45.2515 -45.2515 7.87401
5.41667e-05 820 -51.091 -51.091 10.198
5.41667e-05 840 -49.6657 -49.6657 4.69042
5.41667e-05 860 -61.0089 -61.0089 5.47723
5.41667e-05 880 -52.9586 -52.9586 4.47214
5.41667e-05 900 -53.432 -53.432 5.83095
5.41667e-05 920 -47.0962 -47.0962 5.47723
5.41667e-05 940 -64.1997 -64.1997 7.07107
5.41667e-05 960 -49.6893 -49.6893 2.44949
5.41667e-05 980 -50.4179 -50.4179 2.82843
5.41667e-05 1000 -63.7699 -63.7699 8.83176
5.41667e-05 1020 -51.1302 -51.1302 3.16228
5.41667e-05 1040 -47.2552 -47.2552 7.34847
5.41667e-05 1060 -62.4764 -62.4764 5.09902
5.41667e-05 1080 -43.7071 -43.7071 5.47723
5.41667e-05 1100 -56.1072 -56.1072 1.41421
5.41667e-05 1120 -64.9142 -64.9142 4.47214
5.41667e-05 1140 -56.5429 -56.5429 1.41421
5.41667e-05 1160 -45.5659 -45.5659 6
5.41667e-05 1180 -49.6605 -49.6605 4.69042
5.41667e-05 1200 -58.9926 -58.9926 6.32456
5.41667e-05 1220 -42.1124 -42.1124 5.09902
5.41667e-05 1240 -45.7426 -45.7426 2.82843
5.41667e-05 1260 -52.9675 -52.9675 2.44949
5.41667e-05 1280 -62.3698 -62.3698 5.09902
5.41667e-05 1300 -61.9565 -61.9565 3.74166
5.41667e-05 1320 -51.557 -51.557 1.41421
5.41667e-05 1340 -47.4874 -47.4874 5.09902
5.41667e-05 1360 -58.0806 -58.0806 3.16228
5.41667e-05 1380 -60.3247 -60.3247 5.47723
5.41667e-05 1400 -57.5429 -57.5429 3.74166
5.41667e-05 1420 -50.7788 -50.7788 3.16228
5.41667e-05 1440 -52.9926 -52.9926 2.44949
5.41667e-05 1460 -47.2604 -47.2604 4.69042
5.41667e-05 1480 -59.9963 -59.9963 6.78233
5.41667e-05 1500 -48.455 -48.455 6.48074
5.41667e-05 1520 -57.1857 -57.1857 5.09902
5.41667e-05 1540 -52.2463 -52.2463 2.44949
5.41667e-05 1560 -44.2966 -44.2966 2.44949
5.41667e-05 1580 -51.3698 -51.3698 2.44949
5.41667e-05 1600 -54.1339 -54.1339 5.47723
5.41667e-05 1620 -48.9534 -48.9534 3.16228
5.41667e-05 1640 -36.2396 -36.2396 3.16228
5.41667e-05 1660 -52.2034 -52.2034 1.41421
5.41667e-05 1680 -55.1109 -55.1109 6.16441
5.41667e-05 1700 -49.3373 -49.3373 6.48074
5.41667e-05 1720 -52.4283 -52.4283 7.87401
5.41667e-05 1740 -55.8551 -55.8551 4.24264
5.41667e-05 1760 -53.9963 -53.9963 1.41421
5.41667e-05 1780 -50.2619 -50.2619 5.83095
5.41667e-05 1800 -62.7102 -62.7102 6.63325
5.41667e-05 1820 -50.2286 -50.2286 2.82843
5.41667e-05 1840 -54.8091 -54.8091 6
5.41667e-05 1860 -49.5162 -49.5162 2.44949
5.41667e-05 1880 -50.5141 -50.5141 9.27362
5.41667e-05 1900 -54.8588 -54.8588 5.09902
5.41667e-05 1920 -51.4017 -51.4017 5.65685
5.41667e-05 1940 -58.5496 -58.5496 5.47723
5.41667e-05 1960 -56.1391 -56.1391 8.60233
5.41667e-05 1980 -55.2123 -55.2123 4.69042
5.41667e-05 2000 -50.0999 -50.0999 7.34847
