# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.333657 0.330106 1.00001 0.587281 0.717484
2 0.116977 0.111316 1.00002 0.377926 0.53741
3 0.0405636 0.0407105 1.00002 0.256011 0.408211
4 0.0126975 0.0142 1.00002 0.176806 0.309787
5 0.00672605 0.00370198 1.00002 0.123739 0.236996
6 0.000805836 0.0058737 1.00002 0.0871068 0.180433
7 -0.0029406 0.00242065 1.00002 0.0642542 0.137432
8 -0.000551495 0.00365584 1.00002 0.0470638 0.105647
9 0.00328039 -0.000497051 1.00002 0.0355599 0.0835106
10 -0.00254968 -0.00378689 1.00002 0.0271807 0.0675525
11 -0.00259582 -0.00513401 1.00002 0.0226445 0.0544978
12 -0.00306322 -0.00439487 1.00002 0.0170135 0.0426295
13 -0.00470936 -0.00333229 1.00002 0.0154126 0.0338295
14 -0.00235272 -0.00204498 1.00002 0.0110366 0.0275115
15 0.000364073 -0.00364504 1.00002 0.00857045 0.02213
16 -0.000717263 -0.0035002 1.00002 0.00590786 0.0164577
17 0.00281257 -0.0013554 1.00002 0.00768884 0.0120005
18 0.00116856 0.00245013 1.00002 0.00840871 0.00881354
19 0.00334277 0.0020545 1.00002 0.00893367 0.00629598
20 0.000351256 0.00502176 1.00002 0.00761015 0.00449375
21 -0.00237921 4.47039e-05 1.00002 0.00765918 0.00307216
22 -0.000686929 0.000512545 1.00002 0.00776471 0.00186161
23 -0.00194728 0.00203484 1.00002 0.00884287 0.00084136
24 -0.00132778 0.000422822 1.00002 0.0106568 0.000503751
25 -0.00127566 6.1794e-05 1.00002 0.00772313 0.00107595
26 -0.00140127 -0.00181598 1.00002 0.00678786 0.000122689
27 0.00419169 -0.00201337 1.00002 0.00387096 -0.00138891
28 0.0027096 -0.00310841 1.00002 0.00114113 -0.00360628
29 -0.000296862 -0.000251809 1.00002 0.000108215 -0.00472158
30 -0.000597209 0.000554842 1.00002 -0.000948328 -0.00414019
31 -0.00159481 -0.000229592 1.00002 0.00208121 -0.00198435
32 -0.00132565 -0.00350063 1.00002 0.000228899 -0.000697083
33 0.00168082 0.000677464 1.00002 0.00111827 0.000804282
34 -0.00193788 -0.000638044 1.00002 -0.0012019 0.00239273
35 -0.00390701 -0.00357455 1.00002 0.00159878 0.00341552
36 -0.00501185 -0.00390737 1.00002 0.0029885 0.00386888
37 -0.00497339 0.00115086 1.00002 0.00570675 0.0056048
38 -0.00251721 0.000800512 1.00002 0.0059317 0.0056027
39 -0.00198103 -0.000532513 1.00002 0.00445651 0.00370449
40 -0.0016559 -0.00169549 1.00002 0.0039414 0.0034182
41 -0.00152773 -0.000569257 1.00002 0.0038292 0.00379259
42 0.000446103 0.00169133 1.00002 0.000764751 0.00201211
43 -0.00114065 -0.00383474 1.00002 -0.000609328 0.00114099
44 -0.00195112 -0.00376211 1.00002 0.00069571 0.00140073
45 -0.00390188 -0.00116015 1.00002 0.00361509 0.00118483
46 0.00255152 -0.00494602 1.00002 0.00255967 0.000803263
47 0.00089641 -0.00779323 1.00002 -0.00195652 0.000290174
48 0.00278907 -0.00165149 1.00002 -0.00415478 0.00137016
49 0.00195083 -0.000665816 1.00002 -0.00490478 0.0020351
50 0.00202901 0.00137218 1.00002 -0.00312578 0.00217852
51 0.00373497 -0.00221289 1.00002 -0.00363543 0.000139536
52 0.00215035 -0.000660689 1.00002 -0.00353583 -0.00177198
53 0.000594354 -0.00162286 1.00002 -0.00231755 -0.00308736
54 0.0029621 -0.00511735 1.00002 -0.00319009 -0.00434583
55 0.00310052 -0.00541643 1.00002 -0.00297227 -0.00430989
56 0.000490963 -0.00310414 1.00002 0.000316991 -0.0049507
57 -0.000848852 -0.00376724 1.00002 0.00252859 -0.00600113
58 -0.00245911 -0.00131823 1.00002 0.00294733 -0.00564625
59 0.00121342 0.00292182 1.00002 0.00397913 -0.00410598
60 0.000684928 0.00559599 1.00002 0.00541598 -0.00548914
61 -0.00370706 -0.000204811 1.00002 0.00476071 -0.00572086
62 -0.00372116 0.00195366 1.00002 0.00452851 -0.00574101
63 0.000102177 0.000868018 1.00002 0.00086095 -0.00641491
64 0.000654594 -0.000107825 1.00002 0.00143784 -0.00675929
65 0.00249214 -0.00150665 1.00002 0.000449255 -0.00878305
66 0.00396611 0.00136748 1.00002 0.000660468 -0.00893537
67 0.00132621 0.00221044 1.00002 0.00279255 -0.00806541
68 -0.00283166 0.00207543 1.00002 0.00189931 -0.0073456
69 -0.00405911 -0.000305642 1.00002 0.00333272 -0.00696494
70 0.000329467 -0.000247109 1.00002 0.000103757 -0.00573168
71 0.00197689 -0.00129687 1.00002 0.000324155 -0.00287369
72 0.00186709 -0.000852097 1.00002 -9.81292e-05 0.000101388
73 0.00184573 0.00143712 1.00002 0.00265409 0.00150133
74 -0.00068992 -1.01201e-06 1.00002 0.00369116 0.00259411
75 -0.000167836 -0.00287898 1.00002 0.00409404 0.0024015
76 0.00017438 -0.00174121 1.00002 0.004487 0.00339161
77 -0.000647196 0.000567233 1.00002 0.00240744 0.0038296
78 -0.00175758 -0.00445682 1.00002 -0.00020383 0.00330378
79 -0.00155123 -0.00422995 1.00002 -0.00173335 0.00297682
80 -0.00557751 0.00151701 1.00002 -0.00112112 0.00322381
81 -0.00490461 0.00372633 1.00002 0.00187669 0.00301112
82 -0.00157729 0.00791724 1.00002 7.04676e-06 0.00360273
83 0.000405088 -4.8437e-05 1.00002 -0.000697951 0.00359027
84 -0.000134085 -0.00135796 1.00002 -0.000622518 0.00311287
85 -0.000467329 -0.00238978 1.00002 0.00142009 0.00186728
86 -0.0022707 -0.00115502 1.00002 -0.000663952 -0.000296006
87 -0.00378055 -0.0038796 1.00002 -0.000750439 -0.00205124
88 -0.0015273 0.00106071 1.00002 -0.00157776 -0.00246972
89 -0.00216218 0.00312134 1.00002 -0.000235287 -0.00415947
90 -0.00216688 0.00281543 1.00002 0.00106163 -0.00545657
91 -0.00101633 0.00168962 1.00002 0.00068388 -0.006008
92 -0.00224976 0.00130851 1.00002 0.00274495 -0.00345725
93 -0.000928318 0.00387502 1.00002 0.00319367 -0.00149227
94 0.00107927 0.00605528 1.00002 0.00278608 -9.7657e-05
95 0.00313812 0.00297394 1.00002 0.00278109 -0.000119687
96 0.00405625 0.00184771 1.00002 0.00136439 0.000128866
97 0.00111473 -0.00145751 1.00002 0.00228366 0.000589747
98 0.00532173 0.000430939 1.00002 0.00148988 -8.38458e-05
99 0.00182565 -0.00165319 1.00002 0.00220516 -0.00058424
100 0.999967 0.69497 0.996324 5121.95 0.00139617
