# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
1 0.319874 0.319169 1.00001 0.493096 0.611803
2 0.104631 0.104895 1.00001 0.27009 0.38891
3 0.0343929 0.0339942 1.00001 0.154005 0.248711
4 0.00993172 0.00972573 1.00001 0.0942287 0.158092
5 0.00574389 0.00470176 1.00001 0.0587083 0.100599
6 0.00423852 0.000374636 1.00001 0.0347444 0.065619
7 -0.000658433 -0.00490904 1.00001 0.0181206 0.0433211
8 -0.000563222 0.00164068 1.00001 0.0106736 0.0283033
9 -4.08839e-07 0.00115558 1.00001 0.00699848 0.0171966
10 -0.000715045 -0.00140639 1.00001 0.00461269 0.011758
11 -0.000310673 0.00254779 1.00001 0.0056663 0.00936979
12 -0.0037438 0.00147615 1.00001 0.00429647 0.00964337
13 -0.00260714 -0.00225263 1.00001 0.00412109 0.0106433
14 0.00137997 -0.00549705 1.00001 0.00430135 0.00887162
15 0.000680407 -0.00323831 1.00001 0.00481982 0.00844714
16 0.000733344 0.000911746 1.00001 0.00394983 0.00795714
17 0.00017825 0.000476451 1.00001 0.00372962 0.00538064
18 -0.000322069 0.00280934 1.00001 0.00300973 0.00316218
19 0.00146195 0.00341617 1.00001 0.00548914 0.00381691
20 0.00652359 0.00397135 1.00001 0.00250795 0.00243717
21 0.00415985 0.00319409 1.00001 0.00355951 -0.000333251
22 0.00391098 0.00126404 1.00001 0.0019317 -0.00275975
23 -0.00440991 -0.00196895 1.00001 0.00115601 -0.00520254
24 -0.000936715 0.000630648 1.00001 -0.000544111 -0.00422965
25 0.00123403 0.00394811 1.00001 -0.00360312 -0.00360299
26 -0.000271706 -0.000289374 1.00001 -0.00252416 -0.00428967
27 -0.00144292 -0.00197817 1.00001 -0.000646884 -0.00368503
28 -0.000746292 -0.00297787 1.00001 -0.00284598 -0.00477418
29 -0.00113192 -0.00180516 1.00001 -0.00484285 -0.00618618
30 0.00195822 -0.0013315 1.00001 -0.00479389 -0.00327234
31 0.00140938 -0.000509235 1.00001 -0.00591064 -0.00223213
32 0.000964203 -0.0011334 1.00001 -0.00496407 -0.00144059
33 0.00416205 0.00242347 1.00001 -7.29374e-05 -0.000132604
34 0.00281292 0.000312293 1.00001 0.00204291 0.000560073
35 0.00202807 -0.00197153 1.00001 0.000555663 0.000109841
36 0.000369041 -0.00194276 1.00001 0.000850131 -0.00169925
37 -3.01854e-05 -0.000409264 1.00001 0.00153878 -0.00289121
38 -0.00225865 0.00282004 1.00001 -0.00193073 -0.00374622
39 0.00315664 0.00125002 1.00001 0.000861493 -0.00226502
40 0.0029993 -0.00296091 1.00001 0.00232143 0.00122088
41 0.000492558 -0.00284802 1.00001 0.00303607 0.00188014
42 0.000960527 -0.0030487 1.00001 0.00338756 0.000618954
43 0.00254824 -0.00476664 1.00001 0.00356707 0.0027714
44 0.00216004 -0.00468844 1.00001 0.00248911 0.00333571
45 0.00230599 -0.00453203 1.00001 0.00307042 0.00372632
46 -0.000109222 -0.00184574 1.00001 0.00338167 0.000485063
47 -0.00734418 0.00241683 1.00001 0.0010961 -2.90868e-05
48 -0.00896388 0.00120612 1.00001 0.000227868 -0.00152698
49 -0.00541091 -0.00268239 1.00001 0.00240447 -0.00234032
50 -0.00245017 -0.000513661 1.00001 0.00174811 -0.00383946
51 0.00419146 -0.00178155 1.00001 0.00219575 0.000686528
52 0.00149614 -0.00301993 1.00001 0.000598749 0.00393292
53 -0.00114111 -0.00313576 1.00001 0.00155959 0.00475187
54 -0.0035269 -0.00040078 1.00001 0.00171578 0.0060952
55 -0.000461394 0.00151747 1.00001 0.000152469 0.00476293
56 0.00281954 0.000912483 1.00001 0.00122791 0.00337807
57 0.00276146 0.000385334 1.00001 0.00349522 -0.000402299
58 0.00271845 -0.00230907 1.00001 0.000629426 -0.00339469
59 0.00202807 -0.00655025 1.00001 0.000746259 -0.00310771
60 0.00294783 -0.00672363 1.00001 -0.00118423 -0.0025518
61 0.0019211 -0.002585 1.00001 -0.00439024 -0.00213869
62 -0.00322363 -0.00224525 1.00001 -0.00378177 -0.0022146
63 0.0017542 -0.00283659 1.00001 -0.00221297 -0.0026954
64 -0.000624981 -0.00130863 1.00001 -0.00160179 -0.00332017
65 0.00107155 -0.000112673 1.00001 -0.00353408 -0.00281989
66 -0.000999944 0.000552812 1.00001 0.00118748 -0.00115204
67 -0.00123117 -0.00386875 1.00001 0.00125197 -0.00181456
68 -0.00388753 -0.00159268 1.00001 -0.00155507 -0.00180976
69 -0.00428382 0.000166211 1.00001 -0.00102611 0.000321198
70 0.00155495 -0.00202576 1.00001 -0.00355563 0.00109823
71 0.000165752 -0.00325381 1.00001 -0.0037061 0.00160227
72 0.00224129 -0.000909116 1.00001 -0.000700284 0.00107173
73 0.00278278 0.000232243 1.00001 -0.000624556 2.57695e-05
