# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
66 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
67 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
68 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
69 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
70 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
71 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
72 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
73 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
74 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
75 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
76 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
77 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
78 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
79 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
80 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
81 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
82 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
83 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
84 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
85 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
86 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
87 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
88 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
89 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
90 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
91 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
92 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
93 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
94 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
95 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
96 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
97 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
98 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
99 -3.36726e-05 -5.53632e-05 1 -0.00128276 -5.93092e-06
100 0.544232 0.837389 -10.0246 1.27258e+10 -5.93092e-06
