#Equilibrated stats.
#kT/J nstep/site E_tot/site P_tot/site
2.16667 0 0.00125 0.036
2.16667 500 -0.13545 0.734
2.16667 1000 -0.13435 0.684
2.16667 1500 -0.12835 0.708
2.16667 2000 -0.13115 0.724
2.16667 2500 -0.1357 0.692
2.16667 3000 -0.1358 0.736
2.16667 3500 -0.1377 0.76
2.16667 4000 -0.13485 0.698
2.16667 4500 -0.13125 0.718
2.16667 5000 -0.13475 0.696
